choice_counts,clipped_slow_der,current_final_der,delta_vs_clipped_slow,delta_vs_clipped_slow_pp,delta_vs_current,delta_vs_current_pp,description,feature_a,feature_b,final_der,negative_recordings_vs_clipped_slow,op_a,op_b,overlay_losses_vs_current,overlay_wins_vs_current,policy_id,policy_kind,positive_recordings_vs_clipped_slow,selected,selected_windows,threshold_a,threshold_b,true_variant,windows
"{'current_final': 117, 'fast_base': 3}",0.1687966666666667,0.16492333333333334,0.0027658333333334117,0.2765833333333412,-0.0011074999999999557,-0.11074999999999557,audio_speech_sec >= 16.3 AND slow_audio_speech_ratio <= 1.96199,audio_speech_sec,slow_audio_speech_ratio,0.1660308333333333,0,>=,<=,3,0,if_audio_speech_sec_>=_16.3_AND_slow_audio_speech_ratio_<=_1.96199_then_fast_base_else_current_final,recording_balanced_overlay,5,3,3,16.3,1.9619921363040629,fast_base,120
"{'current_final': 117, 'fast_base': 3}",0.1687966666666667,0.16492333333333334,0.002466666666666756,0.24666666666667558,-0.0014066666666666117,-0.14066666666666117,audio_max_speech_sec >= 18.25 AND audio_speech_sec >= 16.3,audio_max_speech_sec,audio_speech_sec,0.16632999999999995,0,>=,>=,3,0,if_audio_max_speech_sec_>=_18.25_AND_audio_speech_sec_>=_16.3_then_fast_base_else_current_final,recording_balanced_overlay,5,3,3,18.25,16.3,fast_base,120
"{'current_final': 118, 'fast_base': 2}",0.1687966666666667,0.16492333333333334,0.002225833333333399,0.2225833333333399,-0.0016474999999999684,-0.16474999999999684,guard_count >= 19,guard_count,,0.1665708333333333,0,>=,,1,0,if_guard_count_>=_19_then_fast_base_else_current_final,recording_balanced_overlay,5,2,2,19.0,,fast_base,120
"{'current_final': 118, 'rule_recover_matched_label': 2}",0.1687966666666667,0.16492333333333334,0.002225833333333399,0.2225833333333399,-0.0016474999999999684,-0.16474999999999684,guard_count >= 19,guard_count,,0.1665708333333333,0,>=,,1,0,if_guard_count_>=_19_then_rule_recover_matched_label_else_current_final,recording_balanced_overlay,5,2,2,19.0,,rule_recover_matched_label,120
"{'current_final': 118, 'rule_recover_policy_sweep_best': 2}",0.1687966666666667,0.16492333333333334,0.002225833333333399,0.2225833333333399,-0.0016474999999999684,-0.16474999999999684,guard_count >= 19,guard_count,,0.1665708333333333,0,>=,,1,0,if_guard_count_>=_19_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,2,2,19.0,,rule_recover_policy_sweep_best,120
"{'current_final': 118, 'rule_recover_uncovered_only': 2}",0.1687966666666667,0.16492333333333334,0.002225833333333399,0.2225833333333399,-0.0016474999999999684,-0.16474999999999684,guard_count >= 19,guard_count,,0.1665708333333333,0,>=,,1,0,if_guard_count_>=_19_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,2,2,19.0,,rule_recover_uncovered_only,120
"{'current_final': 119, 'fast_base': 1}",0.1687966666666667,0.16492333333333334,0.002225833333333399,0.2225833333333399,-0.0016474999999999684,-0.16474999999999684,guard_count >= 20,guard_count,,0.1665708333333333,0,>=,,1,0,if_guard_count_>=_20_then_fast_base_else_current_final,recording_balanced_overlay,5,1,1,20.0,,fast_base,120
"{'current_final': 119, 'rule_recover_matched_label': 1}",0.1687966666666667,0.16492333333333334,0.002225833333333399,0.2225833333333399,-0.0016474999999999684,-0.16474999999999684,guard_count >= 20,guard_count,,0.1665708333333333,0,>=,,1,0,if_guard_count_>=_20_then_rule_recover_matched_label_else_current_final,recording_balanced_overlay,5,1,1,20.0,,rule_recover_matched_label,120
"{'current_final': 119, 'rule_recover_policy_sweep_best': 1}",0.1687966666666667,0.16492333333333334,0.002225833333333399,0.2225833333333399,-0.0016474999999999684,-0.16474999999999684,guard_count >= 20,guard_count,,0.1665708333333333,0,>=,,1,0,if_guard_count_>=_20_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,1,1,20.0,,rule_recover_policy_sweep_best,120
"{'current_final': 119, 'rule_recover_uncovered_only': 1}",0.1687966666666667,0.16492333333333334,0.002225833333333399,0.2225833333333399,-0.0016474999999999684,-0.16474999999999684,guard_count >= 20,guard_count,,0.1665708333333333,0,>=,,1,0,if_guard_count_>=_20_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,1,1,20.0,,rule_recover_uncovered_only,120
"{'current_final': 119, 'fast_base': 1}",0.1687966666666667,0.16492333333333334,0.003790833333333382,0.3790833333333382,-8.249999999998536e-05,-0.008249999999998536,audio_channel_activity_mean <= 0.8332 AND spk_diff <= -1,audio_channel_activity_mean,spk_diff,0.16500583333333332,1,<=,<=,1,0,if_audio_channel_activity_mean_<=_0.8332_AND_spk_diff_<=_-1_then_fast_base_else_current_final,recording_balanced_overlay,5,1,1,0.8332,-1.0,fast_base,120
"{'current_final': 119, 'rule_recover_matched_label': 1}",0.1687966666666667,0.16492333333333334,0.003790833333333382,0.3790833333333382,-8.249999999998536e-05,-0.008249999999998536,audio_channel_activity_mean <= 0.8332 AND spk_diff <= -1,audio_channel_activity_mean,spk_diff,0.16500583333333332,1,<=,<=,1,0,if_audio_channel_activity_mean_<=_0.8332_AND_spk_diff_<=_-1_then_rule_recover_matched_label_else_current_final,recording_balanced_overlay,5,1,1,0.8332,-1.0,rule_recover_matched_label,120
"{'current_final': 119, 'rule_recover_policy_sweep_best': 1}",0.1687966666666667,0.16492333333333334,0.003790833333333382,0.3790833333333382,-8.249999999998536e-05,-0.008249999999998536,audio_channel_activity_mean <= 0.8332 AND spk_diff <= -1,audio_channel_activity_mean,spk_diff,0.16500583333333332,1,<=,<=,1,0,if_audio_channel_activity_mean_<=_0.8332_AND_spk_diff_<=_-1_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,1,1,0.8332,-1.0,rule_recover_policy_sweep_best,120
"{'current_final': 119, 'rule_recover_uncovered_only': 1}",0.1687966666666667,0.16492333333333334,0.003790833333333382,0.3790833333333382,-8.249999999998536e-05,-0.008249999999998536,audio_channel_activity_mean <= 0.8332 AND spk_diff <= -1,audio_channel_activity_mean,spk_diff,0.16500583333333332,1,<=,<=,1,0,if_audio_channel_activity_mean_<=_0.8332_AND_spk_diff_<=_-1_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,1,1,0.8332,-1.0,rule_recover_uncovered_only,120
"{'current_final': 119, 'fast_base': 1}",0.1687966666666667,0.16492333333333334,0.003745000000000026,0.3745000000000026,-0.0001283333333333414,-0.01283333333333414,audio_channel_activity_mean <= 0.9947 AND boundary_fix_or_relabel <= 1,audio_channel_activity_mean,boundary_fix_or_relabel,0.16505166666666668,1,<=,<=,1,0,if_audio_channel_activity_mean_<=_0.9947_AND_boundary_fix_or_relabel_<=_1_then_fast_base_else_current_final,recording_balanced_overlay,5,1,1,0.9947,1.0,fast_base,120
"{'current_final': 119, 'rule_recover_matched_label': 1}",0.1687966666666667,0.16492333333333334,0.003745000000000026,0.3745000000000026,-0.0001283333333333414,-0.01283333333333414,audio_channel_activity_mean <= 0.9947 AND boundary_fix_or_relabel <= 1,audio_channel_activity_mean,boundary_fix_or_relabel,0.16505166666666668,1,<=,<=,1,0,if_audio_channel_activity_mean_<=_0.9947_AND_boundary_fix_or_relabel_<=_1_then_rule_recover_matched_label_else_current_final,recording_balanced_overlay,5,1,1,0.9947,1.0,rule_recover_matched_label,120
"{'current_final': 119, 'rule_recover_policy_sweep_best': 1}",0.1687966666666667,0.16492333333333334,0.003745000000000026,0.3745000000000026,-0.0001283333333333414,-0.01283333333333414,audio_channel_activity_mean <= 0.9947 AND boundary_fix_or_relabel <= 1,audio_channel_activity_mean,boundary_fix_or_relabel,0.16505166666666668,1,<=,<=,1,0,if_audio_channel_activity_mean_<=_0.9947_AND_boundary_fix_or_relabel_<=_1_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,1,1,0.9947,1.0,rule_recover_policy_sweep_best,120
"{'current_final': 119, 'rule_recover_uncovered_only': 1}",0.1687966666666667,0.16492333333333334,0.003745000000000026,0.3745000000000026,-0.0001283333333333414,-0.01283333333333414,audio_channel_activity_mean <= 0.9947 AND boundary_fix_or_relabel <= 1,audio_channel_activity_mean,boundary_fix_or_relabel,0.16505166666666668,1,<=,<=,1,0,if_audio_channel_activity_mean_<=_0.9947_AND_boundary_fix_or_relabel_<=_1_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,1,1,0.9947,1.0,rule_recover_uncovered_only,120
"{'current_final': 118, 'fast_base': 2}",0.1687966666666667,0.16492333333333334,0.003745000000000026,0.3745000000000026,-0.0001283333333333414,-0.01283333333333414,fast_segments <= 1,fast_segments,,0.16505166666666668,1,<=,,1,0,if_fast_segments_<=_1_then_fast_base_else_current_final,recording_balanced_overlay,5,2,2,1.0,,fast_base,120
"{'current_final': 118, 'rule_recover_matched_label': 2}",0.1687966666666667,0.16492333333333334,0.003745000000000026,0.3745000000000026,-0.0001283333333333414,-0.01283333333333414,fast_segments <= 1,fast_segments,,0.16505166666666668,1,<=,,1,0,if_fast_segments_<=_1_then_rule_recover_matched_label_else_current_final,recording_balanced_overlay,5,2,2,1.0,,rule_recover_matched_label,120
"{'current_final': 118, 'rule_recover_policy_sweep_best': 2}",0.1687966666666667,0.16492333333333334,0.003745000000000026,0.3745000000000026,-0.0001283333333333414,-0.01283333333333414,fast_segments <= 1,fast_segments,,0.16505166666666668,1,<=,,1,0,if_fast_segments_<=_1_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,2,2,1.0,,rule_recover_policy_sweep_best,120
"{'current_final': 118, 'rule_recover_uncovered_only': 2}",0.1687966666666667,0.16492333333333334,0.003745000000000026,0.3745000000000026,-0.0001283333333333414,-0.01283333333333414,fast_segments <= 1,fast_segments,,0.16505166666666668,1,<=,,1,0,if_fast_segments_<=_1_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,2,2,1.0,,rule_recover_uncovered_only,120
"{'current_final': 119, 'fast_base': 1}",0.1687966666666667,0.16492333333333334,0.0036341666666666883,0.36341666666666883,-0.00023916666666667918,-0.02391666666666792,slow_fast_speech_ratio <= 0.895674,slow_fast_speech_ratio,,0.16516250000000002,1,<=,,1,0,if_slow_fast_speech_ratio_<=_0.895674_then_fast_base_else_current_final,recording_balanced_overlay,5,1,1,0.8956743002544529,,fast_base,120
"{'current_final': 119, 'rule_recover_matched_label': 1}",0.1687966666666667,0.16492333333333334,0.0036341666666666883,0.36341666666666883,-0.00023916666666667918,-0.02391666666666792,slow_fast_speech_ratio <= 0.895674,slow_fast_speech_ratio,,0.16516250000000002,1,<=,,1,0,if_slow_fast_speech_ratio_<=_0.895674_then_rule_recover_matched_label_else_current_final,recording_balanced_overlay,5,1,1,0.8956743002544529,,rule_recover_matched_label,120
"{'current_final': 119, 'rule_recover_policy_sweep_best': 1}",0.1687966666666667,0.16492333333333334,0.0036341666666666883,0.36341666666666883,-0.00023916666666667918,-0.02391666666666792,slow_fast_speech_ratio <= 0.895674,slow_fast_speech_ratio,,0.16516250000000002,1,<=,,1,0,if_slow_fast_speech_ratio_<=_0.895674_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,1,1,0.8956743002544529,,rule_recover_policy_sweep_best,120
"{'current_final': 119, 'rule_recover_uncovered_only': 1}",0.1687966666666667,0.16492333333333334,0.0036341666666666883,0.36341666666666883,-0.00023916666666667918,-0.02391666666666792,slow_fast_speech_ratio <= 0.895674,slow_fast_speech_ratio,,0.16516250000000002,1,<=,,1,0,if_slow_fast_speech_ratio_<=_0.895674_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,1,1,0.8956743002544529,,rule_recover_uncovered_only,120
"{'current_final': 119, 'fast_base': 1}",0.1687966666666667,0.16492333333333334,0.0035750000000000504,0.35750000000000504,-0.00029833333333331713,-0.029833333333331713,audio_mean_db <= -54.0728 AND spk_diff >= 2,audio_mean_db,spk_diff,0.16522166666666666,1,<=,>=,1,0,if_audio_mean_db_<=_-54.0728_AND_spk_diff_>=_2_then_fast_base_else_current_final,recording_balanced_overlay,5,1,1,-54.0728,2.0,fast_base,120
"{'current_final': 119, 'rule_recover_matched_label': 1}",0.1687966666666667,0.16492333333333334,0.0035750000000000504,0.35750000000000504,-0.00029833333333331713,-0.029833333333331713,audio_mean_db <= -54.0728 AND spk_diff >= 2,audio_mean_db,spk_diff,0.16522166666666666,1,<=,>=,1,0,if_audio_mean_db_<=_-54.0728_AND_spk_diff_>=_2_then_rule_recover_matched_label_else_current_final,recording_balanced_overlay,5,1,1,-54.0728,2.0,rule_recover_matched_label,120
"{'current_final': 119, 'rule_recover_policy_sweep_best': 1}",0.1687966666666667,0.16492333333333334,0.0035750000000000504,0.35750000000000504,-0.00029833333333331713,-0.029833333333331713,audio_mean_db <= -54.0728 AND spk_diff >= 2,audio_mean_db,spk_diff,0.16522166666666666,1,<=,>=,1,0,if_audio_mean_db_<=_-54.0728_AND_spk_diff_>=_2_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,1,1,-54.0728,2.0,rule_recover_policy_sweep_best,120
"{'current_final': 119, 'rule_recover_uncovered_only': 1}",0.1687966666666667,0.16492333333333334,0.0035750000000000504,0.35750000000000504,-0.00029833333333331713,-0.029833333333331713,audio_mean_db <= -54.0728 AND spk_diff >= 2,audio_mean_db,spk_diff,0.16522166666666666,1,<=,>=,1,0,if_audio_mean_db_<=_-54.0728_AND_spk_diff_>=_2_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,1,1,-54.0728,2.0,rule_recover_uncovered_only,120
"{'current_final': 117, 'rule_recover_policy_sweep_best': 3}",0.1687966666666667,0.16492333333333334,0.003515000000000018,0.3515000000000018,-0.0003583333333333494,-0.03583333333333494,fast_audio_speech_overrun_sec <= 9.6 AND seg_diff <= -8,fast_audio_speech_overrun_sec,seg_diff,0.1652816666666667,1,<=,<=,1,1,if_fast_audio_speech_overrun_sec_<=_9.6_AND_seg_diff_<=_-8_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,3,3,9.599999999999996,-8.0,rule_recover_policy_sweep_best,120
"{'current_final': 117, 'rule_recover_uncovered_only': 3}",0.1687966666666667,0.16492333333333334,0.003515000000000018,0.3515000000000018,-0.0003583333333333494,-0.03583333333333494,fast_audio_speech_overrun_sec <= 9.6 AND seg_diff <= -8,fast_audio_speech_overrun_sec,seg_diff,0.1652816666666667,1,<=,<=,1,1,if_fast_audio_speech_overrun_sec_<=_9.6_AND_seg_diff_<=_-8_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,3,3,9.599999999999996,-8.0,rule_recover_uncovered_only,120
"{'current_final': 118, 'rule_recover_matched_label': 2}",0.1687966666666667,0.16492333333333334,0.0035108333333333797,0.35108333333333797,-0.00036249999999998783,-0.03624999999999878,audio_p50_db <= -53.9188 AND audio_mean_db <= -55.1838,audio_p50_db,audio_mean_db,0.16528583333333333,1,<=,<=,1,0,if_audio_p50_db_<=_-53.9188_AND_audio_mean_db_<=_-55.1838_then_rule_recover_matched_label_else_current_final,recording_balanced_overlay,5,2,2,-53.9188,-55.1838,rule_recover_matched_label,120
"{'current_final': 118, 'rule_recover_policy_sweep_best': 2}",0.1687966666666667,0.16492333333333334,0.0035108333333333797,0.35108333333333797,-0.00036249999999998783,-0.03624999999999878,audio_p50_db <= -53.9188 AND audio_mean_db <= -55.1838,audio_p50_db,audio_mean_db,0.16528583333333333,1,<=,<=,1,0,if_audio_p50_db_<=_-53.9188_AND_audio_mean_db_<=_-55.1838_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,2,2,-53.9188,-55.1838,rule_recover_policy_sweep_best,120
"{'current_final': 118, 'rule_recover_uncovered_only': 2}",0.1687966666666667,0.16492333333333334,0.0035108333333333797,0.35108333333333797,-0.00036249999999998783,-0.03624999999999878,audio_p50_db <= -53.9188 AND audio_mean_db <= -55.1838,audio_p50_db,audio_mean_db,0.16528583333333333,1,<=,<=,1,0,if_audio_p50_db_<=_-53.9188_AND_audio_mean_db_<=_-55.1838_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,2,2,-53.9188,-55.1838,rule_recover_uncovered_only,120
"{'current_final': 119, 'fast_base': 1}",0.1687966666666667,0.16492333333333334,0.0035108333333333797,0.35108333333333797,-0.00036249999999998783,-0.03624999999999878,audio_p90_db <= -47.673,audio_p90_db,,0.16528583333333333,1,<=,,1,0,if_audio_p90_db_<=_-47.673_then_fast_base_else_current_final,recording_balanced_overlay,5,1,1,-47.673,,fast_base,120
"{'current_final': 119, 'rule_recover_matched_label': 1}",0.1687966666666667,0.16492333333333334,0.0035108333333333797,0.35108333333333797,-0.00036249999999998783,-0.03624999999999878,audio_p90_db <= -47.673,audio_p90_db,,0.16528583333333333,1,<=,,1,0,if_audio_p90_db_<=_-47.673_then_rule_recover_matched_label_else_current_final,recording_balanced_overlay,5,1,1,-47.673,,rule_recover_matched_label,120
"{'current_final': 119, 'rule_recover_policy_sweep_best': 1}",0.1687966666666667,0.16492333333333334,0.0035108333333333797,0.35108333333333797,-0.00036249999999998783,-0.03624999999999878,audio_p90_db <= -47.673,audio_p90_db,,0.16528583333333333,1,<=,,1,0,if_audio_p90_db_<=_-47.673_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,1,1,-47.673,,rule_recover_policy_sweep_best,120
"{'current_final': 119, 'rule_recover_uncovered_only': 1}",0.1687966666666667,0.16492333333333334,0.0035108333333333797,0.35108333333333797,-0.00036249999999998783,-0.03624999999999878,audio_p90_db <= -47.673,audio_p90_db,,0.16528583333333333,1,<=,,1,0,if_audio_p90_db_<=_-47.673_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,1,1,-47.673,,rule_recover_uncovered_only,120
"{'current_final': 118, 'rule_recover_policy_sweep_best': 2}",0.1687966666666667,0.16492333333333334,0.0034858333333333547,0.34858333333333547,-0.00038750000000001283,-0.03875000000000128,fast_audio_speech_overrun_sec <= 7.4 AND seg_diff <= -8,fast_audio_speech_overrun_sec,seg_diff,0.16531083333333335,1,<=,<=,1,0,if_fast_audio_speech_overrun_sec_<=_7.4_AND_seg_diff_<=_-8_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,2,2,7.400000000000011,-8.0,rule_recover_policy_sweep_best,120
"{'current_final': 118, 'rule_recover_uncovered_only': 2}",0.1687966666666667,0.16492333333333334,0.0034858333333333547,0.34858333333333547,-0.00038750000000001283,-0.03875000000000128,fast_audio_speech_overrun_sec <= 7.4 AND seg_diff <= -8,fast_audio_speech_overrun_sec,seg_diff,0.16531083333333335,1,<=,<=,1,0,if_fast_audio_speech_overrun_sec_<=_7.4_AND_seg_diff_<=_-8_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,2,2,7.400000000000011,-8.0,rule_recover_uncovered_only,120
"{'current_final': 119, 'rule_recover_policy_sweep_best': 1}",0.1687966666666667,0.16492333333333334,0.0034858333333333547,0.34858333333333547,-0.00038750000000001283,-0.03875000000000128,slow_speech <= 21.64,slow_speech,,0.16531083333333335,1,<=,,1,0,if_slow_speech_<=_21.64_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,1,1,21.639999999999993,,rule_recover_policy_sweep_best,120
