max_patches_per_call,window_id,patch_count,subcalls,largest_subcall_patch_count,observed_call_seconds,simulated_parallel_call_seconds,observed_total_tokens,simulated_total_tokens,window_decision
10,R8003_M8001:30:4,25,3,9,20.824,13.729,9433,13591.2,quarantine
10,R8009_M8019:30:7,25,3,9,23.066,13.729,10099,13591.2,quarantine
10,R8001_M8004:30:7,24,3,8,16.384,13.036,8917,13251.5,quarantine
10,R8003_M8001:30:7,24,3,8,18.579,13.205,10101,13500.7,quarantine
10,R8008_M8013:30:9,24,3,8,25.831,13.305,10247,13646.7,quarantine
10,R8009_M8018:30:11,24,3,8,29.031,13.293,10230,13629.7,quarantine
10,R8009_M8018:30:6,24,3,8,21.85,13.269,10195,13594.7,quarantine
10,R8009_M8020:30:6,24,3,8,29.073,13.109,9960,13359.7,quarantine
10,R8001_M8004:30:2,23,3,8,21.604,13.263,9832,13231.7,quarantine
10,R8003_M8001:30:12,23,3,8,35.731,13.742,10507,13906.7,review
10,R8001_M8004:30:11,22,3,8,19.39,13.623,9964,13363.7,quarantine
10,R8007_M8011:30:7,22,3,8,25.016,13.036,8972,12572.2,quarantine
10,R8009_M8018:30:0,22,3,8,27.128,13.335,9576,12975.7,review
10,R8003_M8001:30:14,20,2,10,23.194,14.553,8621,10320.9,quarantine
10,R8008_M8013:30:2,20,2,10,14.312,14.423,7236,10193.0,quarantine
10,R8009_M8018:30:10,20,2,10,18.455,14.423,8178,10193.0,quarantine
10,R8009_M8018:30:13,20,2,10,25.911,14.423,8290,10193.0,quarantine
10,R8003_M8001:30:1,19,2,10,27.992,15.124,8806,10505.9,review
10,R8003_M8001:30:9,19,2,10,22.447,14.544,8266,9965.9,quarantine
10,R8007_M8011:30:5,19,2,10,18.279,14.423,7299,9853.3,quarantine
10,R8008_M8013:30:0,19,2,10,24.48,14.423,7930,9853.3,quarantine
10,R8009_M8019:30:2,19,2,10,18.33,14.423,7534,9853.3,quarantine
10,R8009_M8019:30:3,19,2,10,17.289,14.423,7472,9853.3,quarantine
10,R8007_M8011:30:12,18,2,9,18.74,13.729,7532,9513.7,quarantine
10,R8007_M8011:30:1,17,2,9,19.257,14.193,7903,9602.9,quarantine
10,R8007_M8011:30:13,17,2,9,23.061,13.737,7481,9180.9,quarantine
10,R8008_M8013:30:14,17,2,9,16.272,13.895,7628,9327.9,quarantine
10,R8009_M8019:30:12,17,2,9,17.859,13.729,7315,9174.0,quarantine
10,R8001_M8004:30:1,16,2,8,29.35,14.093,8170,9869.9,quarantine
10,R8008_M8013:30:1,16,2,8,18.899,13.181,7277,8976.9,review
10,R8009_M8019:30:9,16,2,8,13.302,13.036,6499,8834.3,quarantine
10,R8001_M8004:30:0,15,2,8,18.401,13.036,6766,8494.7,quarantine
10,R8009_M8018:30:14,15,2,8,14.02,13.036,6180,8494.7,quarantine
10,R8009_M8019:30:8,15,2,8,16.814,13.036,6464,8494.7,quarantine
10,R8009_M8020:30:11,15,2,8,21.787,13.036,6476,8494.7,quarantine
10,R8009_M8020:30:2,15,2,8,14.565,13.036,6446,8494.7,quarantine
10,R8009_M8020:30:8,15,2,8,26.627,13.651,7360,9059.9,quarantine
10,R8001_M8004:30:4,14,2,7,13.793,13.567,7655,9354.9,quarantine
10,R8008_M8013:30:4,14,2,7,19.819,12.342,6107,8155.0,quarantine
10,R8009_M8019:30:10,14,2,7,20.064,12.665,6771,8470.9,quarantine
10,R8007_M8011:30:6,13,2,7,19.075,13.16,6859,8558.9,review
10,R8008_M8013:30:7,13,2,7,19.304,14.003,7626,9325.9,quarantine
10,R8009_M8018:30:5,13,2,7,13.877,12.342,5682,7815.4,quarantine
10,R8003_M8001:30:6,12,2,6,13.701,11.649,4994,7475.7,quarantine
10,R8009_M8018:30:8,12,2,6,15.347,11.649,5152,7475.7,quarantine
10,R8001_M8004:30:12,11,2,6,14.336,12.758,6432,8131.9,quarantine
10,R8001_M8004:30:9,11,2,6,9.418,12.381,6094,7793.9,quarantine
10,R8009_M8018:30:1,11,2,6,19.401,12.161,5896,7595.9,quarantine
10,R8009_M8020:30:5,11,2,6,16.48,11.756,5533,7232.9,quarantine
10,R8001_M8004:30:5,10,1,10,17.054,16.227,5980,5980.0,quarantine
10,R8008_M8013:30:12,10,1,10,18.156,15.32,5536,5536.0,quarantine
10,R8009_M8020:30:1,10,1,10,11.57,14.423,4399,5096.5,quarantine
10,R8008_M8013:30:3,9,1,9,7.772,13.729,4229,4756.8,quarantine
10,R8009_M8019:30:5,9,1,9,13.787,13.862,4822,4822.0,quarantine
10,R8009_M8020:30:9,9,1,9,25.726,15.099,5428,5428.0,review
10,R8007_M8011:30:14,8,1,8,16.868,14.252,5013,5013.0,quarantine
10,R8009_M8020:30:4,8,1,8,16.931,13.036,4383,4417.2,quarantine
10,R8003_M8001:30:11,7,1,7,9.713,12.342,3868,4077.5,quarantine
10,R8001_M8004:30:13,6,1,6,10.748,11.649,3307,3737.8,quarantine
10,R8001_M8004:30:6,6,1,6,8.607,11.939,3880,3880.0,quarantine
10,R8001_M8004:30:8,5,1,5,7.701,10.955,3289,3398.2,quarantine
10,R8007_M8011:30:2,5,1,5,9.846,11.433,3632,3632.0,quarantine
10,R8007_M8011:30:9,5,1,5,6.672,11.214,3525,3525.0,quarantine
10,R8008_M8013:30:6,5,1,5,9.77,10.955,3314,3398.2,quarantine
10,R8003_M8001:30:13,4,1,4,9.915,10.262,2456,3058.5,quarantine
10,R8007_M8011:30:0,4,1,4,12.168,10.608,3228,3228.0,quarantine
10,R8008_M8013:30:8,4,1,4,5.956,10.262,2673,3058.5,quarantine
10,R8001_M8004:30:3,3,1,3,16.407,10.736,3291,3291.0,quarantine
10,R8003_M8001:30:3,3,1,3,6.794,9.568,2095,2718.8,quarantine
10,R8003_M8001:30:8,3,1,3,8.107,9.568,2414,2718.8,quarantine
10,R8007_M8010:30:1,3,1,3,8.181,9.568,2543,2718.8,quarantine
10,R8007_M8011:30:3,3,1,3,4.497,9.568,1971,2718.8,quarantine
10,R8007_M8011:30:4,3,1,3,12.045,9.568,2637,2718.8,quarantine
10,R8008_M8013:30:11,3,1,3,7.631,9.568,2457,2718.8,quarantine
10,R8008_M8013:30:13,3,1,3,10.972,9.568,2657,2718.8,quarantine
10,R8009_M8018:30:3,3,1,3,8.621,9.568,2447,2718.8,quarantine
10,R8009_M8020:30:3,3,1,3,17.984,11.332,3583,3583.0,quarantine
8,R8007_M8010:30:0,45,6,8,48.465,13.12,17217,25716.3,quarantine
8,R8007_M8010:30:8,44,6,8,25.711,13.036,15844,25144.4,quarantine
8,R8007_M8010:30:3,42,6,7,39.721,12.355,16004,24503.3,quarantine
8,R8007_M8010:30:6,40,5,8,44.557,13.88,17354,24153.4,review
8,R8007_M8010:30:14,39,5,8,28.867,13.036,14696,21746.2,quarantine
8,R8009_M8020:30:12,37,5,8,36.447,13.577,15494,22293.4,quarantine
8,R8001_M8004:30:10,35,5,7,29.932,12.53,14049,20848.4,quarantine
8,R8007_M8010:30:4,35,5,7,28.18,12.496,13964,20763.4,quarantine
8,R8007_M8010:30:5,35,5,7,22.59,12.342,11676,20387.5,quarantine
8,R8009_M8018:30:12,35,5,7,27.001,12.342,12446,20387.5,review
8,R8007_M8010:30:11,34,5,7,25.271,12.342,12143,20047.9,quarantine
8,R8003_M8001:30:10,33,5,7,32.746,12.413,13073,19872.4,quarantine
8,R8007_M8010:30:12,33,5,7,32.248,12.446,13149,19948.4,quarantine
8,R8007_M8010:30:2,32,4,8,34.399,13.036,12539,17668.7,quarantine
8,R8007_M8010:30:7,32,4,8,24.073,13.194,12879,17978.6,quarantine
8,R8007_M8011:30:8,32,4,8,27.604,13.269,13027,18126.6,quarantine
8,R8003_M8001:30:2,30,4,8,35.515,13.115,12035,17134.6,quarantine
8,R8007_M8010:30:9,30,4,8,24.493,13.036,11359,16989.4,quarantine
8,R8007_M8010:30:10,29,4,8,28.083,13.036,11432,16649.7,quarantine
8,R8007_M8011:30:10,29,4,8,26.508,13.252,11935,17034.6,quarantine
8,R8007_M8010:30:13,28,4,7,27.406,12.342,11077,16310.0,quarantine
8,R8008_M8013:30:5,28,4,7,27.381,12.73,11970,17069.6,quarantine
8,R8001_M8004:30:14,27,4,7,22.351,12.342,9884,15970.4,quarantine
8,R8003_M8001:30:0,27,4,7,22.289,12.397,10974,16073.6,quarantine
8,R8003_M8001:30:5,27,4,7,29.743,12.342,10587,15970.4,quarantine
8,R8007_M8011:30:11,26,4,7,22.124,12.342,9994,15630.7,quarantine
8,R8009_M8020:30:7,26,4,7,26.492,12.342,10102,15630.7,quarantine
8,R8003_M8001:30:4,25,4,7,20.824,12.342,9433,15291.0,quarantine
8,R8009_M8019:30:7,25,4,7,23.066,12.342,10099,15291.0,quarantine
8,R8001_M8004:30:7,24,3,8,16.384,13.036,8917,13251.5,quarantine
8,R8003_M8001:30:7,24,3,8,18.579,13.205,10101,13500.7,quarantine
8,R8008_M8013:30:9,24,3,8,25.831,13.305,10247,13646.7,quarantine
8,R8009_M8018:30:11,24,3,8,29.031,13.293,10230,13629.7,quarantine
8,R8009_M8018:30:6,24,3,8,21.85,13.269,10195,13594.7,quarantine
8,R8009_M8020:30:6,24,3,8,29.073,13.109,9960,13359.7,quarantine
8,R8001_M8004:30:2,23,3,8,21.604,13.263,9832,13231.7,quarantine
8,R8003_M8001:30:12,23,3,8,35.731,13.742,10507,13906.7,review
8,R8001_M8004:30:11,22,3,8,19.39,13.623,9964,13363.7,quarantine
8,R8007_M8011:30:7,22,3,8,25.016,13.036,8972,12572.2,quarantine
8,R8009_M8018:30:0,22,3,8,27.128,13.335,9576,12975.7,review
8,R8003_M8001:30:14,20,3,7,23.194,12.433,8621,12020.7,quarantine
8,R8008_M8013:30:2,20,3,7,14.312,12.342,7236,11892.9,quarantine
8,R8009_M8018:30:10,20,3,7,18.455,12.342,8178,11892.9,quarantine
8,R8009_M8018:30:13,20,3,7,25.911,12.342,8290,11892.9,quarantine
8,R8003_M8001:30:1,19,3,7,27.992,12.833,8806,12205.7,review
8,R8003_M8001:30:9,19,3,7,22.447,12.427,8266,11665.7,quarantine
8,R8007_M8011:30:5,19,3,7,18.279,12.342,7299,11553.2,quarantine
8,R8008_M8013:30:0,19,3,7,24.48,12.342,7930,11553.2,quarantine
8,R8009_M8019:30:2,19,3,7,18.33,12.342,7534,11553.2,quarantine
8,R8009_M8019:30:3,19,3,7,17.289,12.342,7472,11553.2,quarantine
8,R8007_M8011:30:12,18,3,6,18.74,11.649,7532,11213.5,quarantine
8,R8007_M8011:30:1,17,3,6,19.257,11.958,7903,11302.7,quarantine
8,R8007_M8011:30:13,17,3,6,23.061,11.654,7481,10880.7,quarantine
8,R8008_M8013:30:14,17,3,6,16.272,11.759,7628,11027.7,quarantine
8,R8009_M8019:30:12,17,3,6,17.859,11.649,7315,10873.9,quarantine
8,R8001_M8004:30:1,16,2,8,29.35,14.093,8170,9869.9,quarantine
8,R8008_M8013:30:1,16,2,8,18.899,13.181,7277,8976.9,review
8,R8009_M8019:30:9,16,2,8,13.302,13.036,6499,8834.3,quarantine
8,R8001_M8004:30:0,15,2,8,18.401,13.036,6766,8494.7,quarantine
8,R8009_M8018:30:14,15,2,8,14.02,13.036,6180,8494.7,quarantine
8,R8009_M8019:30:8,15,2,8,16.814,13.036,6464,8494.7,quarantine
8,R8009_M8020:30:11,15,2,8,21.787,13.036,6476,8494.7,quarantine
8,R8009_M8020:30:2,15,2,8,14.565,13.036,6446,8494.7,quarantine
8,R8009_M8020:30:8,15,2,8,26.627,13.651,7360,9059.9,quarantine
8,R8001_M8004:30:4,14,2,7,13.793,13.567,7655,9354.9,quarantine
8,R8008_M8013:30:4,14,2,7,19.819,12.342,6107,8155.0,quarantine
8,R8009_M8019:30:10,14,2,7,20.064,12.665,6771,8470.9,quarantine
8,R8007_M8011:30:6,13,2,7,19.075,13.16,6859,8558.9,review
8,R8008_M8013:30:7,13,2,7,19.304,14.003,7626,9325.9,quarantine
8,R8009_M8018:30:5,13,2,7,13.877,12.342,5682,7815.4,quarantine
8,R8003_M8001:30:6,12,2,6,13.701,11.649,4994,7475.7,quarantine
8,R8009_M8018:30:8,12,2,6,15.347,11.649,5152,7475.7,quarantine
8,R8001_M8004:30:12,11,2,6,14.336,12.758,6432,8131.9,quarantine
8,R8001_M8004:30:9,11,2,6,9.418,12.381,6094,7793.9,quarantine
8,R8009_M8018:30:1,11,2,6,19.401,12.161,5896,7595.9,quarantine
8,R8009_M8020:30:5,11,2,6,16.48,11.756,5533,7232.9,quarantine
8,R8001_M8004:30:5,10,2,5,17.054,11.857,5980,7679.9,quarantine
8,R8008_M8013:30:12,10,2,5,18.156,11.404,5536,7235.9,quarantine
8,R8009_M8020:30:1,10,2,5,11.57,10.955,4399,6796.4,quarantine
8,R8008_M8013:30:3,9,2,5,7.772,10.955,4229,6456.7,quarantine
8,R8009_M8019:30:5,9,2,5,13.787,11.029,4822,6521.9,quarantine
8,R8009_M8020:30:9,9,2,5,25.726,11.716,5428,7127.9,review
8,R8007_M8011:30:14,8,1,8,16.868,14.252,5013,5013.0,quarantine
8,R8009_M8020:30:4,8,1,8,16.931,13.036,4383,4417.2,quarantine
8,R8003_M8001:30:11,7,1,7,9.713,12.342,3868,4077.5,quarantine
8,R8001_M8004:30:13,6,1,6,10.748,11.649,3307,3737.8,quarantine
8,R8001_M8004:30:6,6,1,6,8.607,11.939,3880,3880.0,quarantine
8,R8001_M8004:30:8,5,1,5,7.701,10.955,3289,3398.2,quarantine
8,R8007_M8011:30:2,5,1,5,9.846,11.433,3632,3632.0,quarantine
8,R8007_M8011:30:9,5,1,5,6.672,11.214,3525,3525.0,quarantine
8,R8008_M8013:30:6,5,1,5,9.77,10.955,3314,3398.2,quarantine
8,R8003_M8001:30:13,4,1,4,9.915,10.262,2456,3058.5,quarantine
8,R8007_M8011:30:0,4,1,4,12.168,10.608,3228,3228.0,quarantine
8,R8008_M8013:30:8,4,1,4,5.956,10.262,2673,3058.5,quarantine
8,R8001_M8004:30:3,3,1,3,16.407,10.736,3291,3291.0,quarantine
8,R8003_M8001:30:3,3,1,3,6.794,9.568,2095,2718.8,quarantine
8,R8003_M8001:30:8,3,1,3,8.107,9.568,2414,2718.8,quarantine
8,R8007_M8010:30:1,3,1,3,8.181,9.568,2543,2718.8,quarantine
8,R8007_M8011:30:3,3,1,3,4.497,9.568,1971,2718.8,quarantine
8,R8007_M8011:30:4,3,1,3,12.045,9.568,2637,2718.8,quarantine
8,R8008_M8013:30:11,3,1,3,7.631,9.568,2457,2718.8,quarantine
8,R8008_M8013:30:13,3,1,3,10.972,9.568,2657,2718.8,quarantine
8,R8009_M8018:30:3,3,1,3,8.621,9.568,2447,2718.8,quarantine
8,R8009_M8020:30:3,3,1,3,17.984,11.332,3583,3583.0,quarantine
