beats_slow,choice_counts,delta_vs_fast,delta_vs_fast_pp,delta_vs_slow,delta_vs_slow_pp,fallback_blocked_by_speaker_count,false_variant,fast_der,feature,final_der,op,policy_id,policy_kind,slow_der,threshold,true_variant,windows
True,"{'slow_base': 118, 'rule_recover_matched_label': 2}",0.11695916666666645,11.695916666666644,0.00013083333333335778,0.013083333333335778,,slow_base,0.28563749999999977,slow_audio_speech_ratio,0.16867833333333332,<=,if_slow_audio_speech_ratio_<=_1.71235_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,1.7123540258143823,rule_recover_matched_label,120
True,"{'slow_base': 118, 'rule_recover_policy_sweep_best': 2}",0.11695916666666645,11.695916666666644,0.00013083333333335778,0.013083333333335778,,slow_base,0.28563749999999977,slow_audio_speech_ratio,0.16867833333333332,<=,if_slow_audio_speech_ratio_<=_1.71235_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,1.7123540258143823,rule_recover_policy_sweep_best,120
True,"{'slow_base': 118, 'rule_recover_uncovered_only': 2}",0.11695916666666645,11.695916666666644,0.00013083333333335778,0.013083333333335778,,slow_base,0.28563749999999977,slow_audio_speech_ratio,0.16867833333333332,<=,if_slow_audio_speech_ratio_<=_1.71235_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,1.7123540258143823,rule_recover_uncovered_only,120
False,{'slow_base': 120},0.11682833333333309,11.68283333333331,0.0,0.0,1,slow_base,0.28563749999999977,guard_count+speaker_count,0.16880916666666668,speaker_count_safe_guard,if_guard_count_>=_19.5_and_fast_spk_>=_slow_spk_then_fast_base_else_slow_base,speaker_count_safe_guard,0.16880916666666668,19.5,fast_base,120
False,{'slow_base': 120},0.11682833333333309,11.68283333333331,0.0,0.0,1,slow_base,0.28563749999999977,guard_count+speaker_count,0.16880916666666668,speaker_count_safe_guard,if_guard_count_>=_20_and_fast_spk_>=_slow_spk_then_fast_base_else_slow_base,speaker_count_safe_guard,0.16880916666666668,20.0,fast_base,120
False,"{'slow_base': 117, 'rule_recover_matched_label': 3}",0.11675499999999978,11.675499999999978,-7.333333333331415e-05,-0.0073333333333314155,,slow_base,0.28563749999999977,slow_segments,0.1688825,<=,if_slow_segments_<=_4.5_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,4.5,rule_recover_matched_label,120
False,"{'slow_base': 117, 'rule_recover_policy_sweep_best': 3}",0.11675499999999978,11.675499999999978,-7.333333333331415e-05,-0.0073333333333314155,,slow_base,0.28563749999999977,slow_segments,0.1688825,<=,if_slow_segments_<=_4.5_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,4.5,rule_recover_policy_sweep_best,120
False,"{'slow_base': 117, 'rule_recover_uncovered_only': 3}",0.11675499999999978,11.675499999999978,-7.333333333331415e-05,-0.0073333333333314155,,slow_base,0.28563749999999977,slow_segments,0.1688825,<=,if_slow_segments_<=_4.5_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,4.5,rule_recover_uncovered_only,120
False,"{'slow_base': 117, 'rule_recover_matched_label': 3}",0.11675499999999978,11.675499999999978,-7.333333333331415e-05,-0.0073333333333314155,,slow_base,0.28563749999999977,slow_segments,0.1688825,<=,if_slow_segments_<=_4_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,4.0,rule_recover_matched_label,120
False,"{'slow_base': 117, 'rule_recover_policy_sweep_best': 3}",0.11675499999999978,11.675499999999978,-7.333333333331415e-05,-0.0073333333333314155,,slow_base,0.28563749999999977,slow_segments,0.1688825,<=,if_slow_segments_<=_4_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,4.0,rule_recover_policy_sweep_best,120
False,"{'slow_base': 117, 'rule_recover_uncovered_only': 3}",0.11675499999999978,11.675499999999978,-7.333333333331415e-05,-0.0073333333333314155,,slow_base,0.28563749999999977,slow_segments,0.1688825,<=,if_slow_segments_<=_4_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,4.0,rule_recover_uncovered_only,120
False,"{'slow_base': 118, 'fast_base': 2}",0.11674333333333312,11.674333333333312,-8.499999999997399e-05,-0.008499999999997399,,slow_base,0.28563749999999977,slow_audio_speech_ratio,0.16889416666666665,<=,if_slow_audio_speech_ratio_<=_1.71235_then_fast_base_else_slow_base,stump,0.16880916666666668,1.7123540258143823,fast_base,120
False,"{'slow_base': 118, 'fast_base': 2}",0.11672666666666642,11.672666666666643,-0.00010166666666666657,-0.010166666666666657,,slow_base,0.28563749999999977,fast_segments,0.16891083333333334,<=,if_fast_segments_<=_1.5_then_fast_base_else_slow_base,stump,0.16880916666666668,1.5,fast_base,120
False,"{'slow_base': 118, 'rule_recover_matched_label': 2}",0.11672666666666642,11.672666666666643,-0.00010166666666666657,-0.010166666666666657,,slow_base,0.28563749999999977,fast_segments,0.16891083333333334,<=,if_fast_segments_<=_1.5_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,1.5,rule_recover_matched_label,120
False,"{'slow_base': 118, 'rule_recover_policy_sweep_best': 2}",0.11672666666666642,11.672666666666643,-0.00010166666666666657,-0.010166666666666657,,slow_base,0.28563749999999977,fast_segments,0.16891083333333334,<=,if_fast_segments_<=_1.5_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,1.5,rule_recover_policy_sweep_best,120
False,"{'slow_base': 118, 'rule_recover_uncovered_only': 2}",0.11672666666666642,11.672666666666643,-0.00010166666666666657,-0.010166666666666657,,slow_base,0.28563749999999977,fast_segments,0.16891083333333334,<=,if_fast_segments_<=_1.5_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,1.5,rule_recover_uncovered_only,120
False,"{'slow_base': 118, 'fast_base': 2}",0.11672666666666642,11.672666666666643,-0.00010166666666666657,-0.010166666666666657,,slow_base,0.28563749999999977,fast_segments,0.16891083333333334,<=,if_fast_segments_<=_1_then_fast_base_else_slow_base,stump,0.16880916666666668,1.0,fast_base,120
False,"{'slow_base': 118, 'rule_recover_matched_label': 2}",0.11672666666666642,11.672666666666643,-0.00010166666666666657,-0.010166666666666657,,slow_base,0.28563749999999977,fast_segments,0.16891083333333334,<=,if_fast_segments_<=_1_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,1.0,rule_recover_matched_label,120
False,"{'slow_base': 118, 'rule_recover_policy_sweep_best': 2}",0.11672666666666642,11.672666666666643,-0.00010166666666666657,-0.010166666666666657,,slow_base,0.28563749999999977,fast_segments,0.16891083333333334,<=,if_fast_segments_<=_1_then_rule_recover_policy_sweep_best_else_slow_base,stump,0.16880916666666668,1.0,rule_recover_policy_sweep_best,120
False,"{'slow_base': 118, 'rule_recover_uncovered_only': 2}",0.11672666666666642,11.672666666666643,-0.00010166666666666657,-0.010166666666666657,,slow_base,0.28563749999999977,fast_segments,0.16891083333333334,<=,if_fast_segments_<=_1_then_rule_recover_uncovered_only_else_slow_base,stump,0.16880916666666668,1.0,rule_recover_uncovered_only,120
False,"{'slow_base': 117, 'rule_recover_matched_label': 3}",0.11672083333333308,11.672083333333308,-0.00010750000000001037,-0.010750000000001037,,slow_base,0.28563749999999977,audio_speech_ratio,0.1689166666666667,>=,if_audio_speech_ratio_>=_0.5783_then_rule_recover_matched_label_else_slow_base,stump,0.16880916666666668,0.5783,rule_recover_matched_label,120
