choice_counts,clipped_slow_der,current_final_der,delta_vs_clipped_slow,delta_vs_clipped_slow_pp,delta_vs_current,delta_vs_current_pp,description,feature_a,feature_b,final_der,negative_recordings_vs_clipped_slow,op_a,op_b,overlay_losses_vs_current,overlay_wins_vs_current,policy_id,policy_kind,positive_recordings_vs_clipped_slow,selected,selected_windows,threshold_a,threshold_b,true_variant,windows
"{'current_final': 119, 'rule_recover_uncovered_only': 1}",0.1687966666666667,0.16492333333333334,0.00336833333333339,0.336833333333339,-0.0005049999999999777,-0.05049999999999777,fast_spk >= 4 AND prev_audio_speech_sec >= 16.27,fast_spk,prev_audio_speech_sec,0.16542833333333332,0,>=,>=,1,0,if_fast_spk_>=_4_AND_prev_audio_speech_sec_>=_16.27_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,1,1,4.0,16.27,rule_recover_uncovered_only,120
"{'current_final': 118, 'rule_recover_uncovered_only': 2}",0.1687966666666667,0.16492333333333334,0.0033541666666667136,0.33541666666667136,-0.0005191666666666539,-0.05191666666666539,audio_max_speech_sec >= 18.25 AND prev_audio_speech_sec >= 17.35,audio_max_speech_sec,prev_audio_speech_sec,0.1654425,0,>=,>=,1,0,if_audio_max_speech_sec_>=_18.25_AND_prev_audio_speech_sec_>=_17.35_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,2,2,18.25,17.35,rule_recover_uncovered_only,120
"{'current_final': 119, 'rule_recover_uncovered_only': 1}",0.1687966666666667,0.16492333333333334,0.0033541666666667136,0.33541666666667136,-0.0005191666666666539,-0.05191666666666539,audio_max_speech_sec >= 18.25 AND prev_slow_audio_speech_ratio <= 1.7755,audio_max_speech_sec,prev_slow_audio_speech_ratio,0.1654425,0,>=,<=,1,0,if_audio_max_speech_sec_>=_18.25_AND_prev_slow_audio_speech_ratio_<=_1.7755_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,1,1,18.25,1.7754978946170477,rule_recover_uncovered_only,120
"{'current_final': 118, 'rule_recover_matched_label': 2}",0.1687966666666667,0.16492333333333334,0.003315000000000068,0.3315000000000068,-0.0005583333333332996,-0.05583333333332996,audio_max_speech_sec >= 18.25 AND audio_speech_sec >= 16.68,audio_max_speech_sec,audio_speech_sec,0.16548166666666664,0,>=,>=,1,0,if_audio_max_speech_sec_>=_18.25_AND_audio_speech_sec_>=_16.68_then_rule_recover_matched_label_else_current_final,recording_balanced_overlay,5,2,2,18.25,16.68,rule_recover_matched_label,120
"{'current_final': 118, 'rule_recover_policy_sweep_best': 2}",0.1687966666666667,0.16492333333333334,0.003315000000000068,0.3315000000000068,-0.0005583333333332996,-0.05583333333332996,audio_max_speech_sec >= 18.25 AND audio_speech_sec >= 16.68,audio_max_speech_sec,audio_speech_sec,0.16548166666666664,0,>=,>=,1,0,if_audio_max_speech_sec_>=_18.25_AND_audio_speech_sec_>=_16.68_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,2,2,18.25,16.68,rule_recover_policy_sweep_best,120
"{'current_final': 118, 'rule_recover_uncovered_only': 2}",0.1687966666666667,0.16492333333333334,0.003315000000000068,0.3315000000000068,-0.0005583333333332996,-0.05583333333332996,audio_max_speech_sec >= 18.25 AND audio_speech_sec >= 16.68,audio_max_speech_sec,audio_speech_sec,0.16548166666666664,0,>=,>=,1,0,if_audio_max_speech_sec_>=_18.25_AND_audio_speech_sec_>=_16.68_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,2,2,18.25,16.68,rule_recover_uncovered_only,120
"{'current_final': 119, 'fast_base': 1}",0.1687966666666667,0.16492333333333334,0.003315000000000068,0.3315000000000068,-0.0005583333333332996,-0.05583333333332996,audio_max_speech_sec >= 18.25 AND slow_segments >= 20,audio_max_speech_sec,slow_segments,0.16548166666666664,0,>=,>=,1,0,if_audio_max_speech_sec_>=_18.25_AND_slow_segments_>=_20_then_fast_base_else_current_final,recording_balanced_overlay,5,1,1,18.25,20.0,fast_base,120
"{'current_final': 119, 'rule_recover_matched_label': 1}",0.1687966666666667,0.16492333333333334,0.003315000000000068,0.3315000000000068,-0.0005583333333332996,-0.05583333333332996,audio_max_speech_sec >= 18.25 AND slow_segments >= 20,audio_max_speech_sec,slow_segments,0.16548166666666664,0,>=,>=,1,0,if_audio_max_speech_sec_>=_18.25_AND_slow_segments_>=_20_then_rule_recover_matched_label_else_current_final,recording_balanced_overlay,5,1,1,18.25,20.0,rule_recover_matched_label,120
"{'current_final': 119, 'rule_recover_policy_sweep_best': 1}",0.1687966666666667,0.16492333333333334,0.003315000000000068,0.3315000000000068,-0.0005583333333332996,-0.05583333333332996,audio_max_speech_sec >= 18.25 AND slow_segments >= 20,audio_max_speech_sec,slow_segments,0.16548166666666664,0,>=,>=,1,0,if_audio_max_speech_sec_>=_18.25_AND_slow_segments_>=_20_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,1,1,18.25,20.0,rule_recover_policy_sweep_best,120
"{'current_final': 119, 'rule_recover_uncovered_only': 1}",0.1687966666666667,0.16492333333333334,0.003315000000000068,0.3315000000000068,-0.0005583333333332996,-0.05583333333332996,audio_max_speech_sec >= 18.25 AND slow_segments >= 20,audio_max_speech_sec,slow_segments,0.16548166666666664,0,>=,>=,1,0,if_audio_max_speech_sec_>=_18.25_AND_slow_segments_>=_20_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,1,1,18.25,20.0,rule_recover_uncovered_only,120
"{'current_final': 118, 'fast_base': 2}",0.1687966666666667,0.16492333333333334,0.003240833333333387,0.3240833333333387,-0.0006324999999999803,-0.06324999999999803,audio_max_speech_sec >= 18.25 AND prev_audio_speech_sec >= 17.35,audio_max_speech_sec,prev_audio_speech_sec,0.16555583333333332,0,>=,>=,1,0,if_audio_max_speech_sec_>=_18.25_AND_prev_audio_speech_sec_>=_17.35_then_fast_base_else_current_final,recording_balanced_overlay,5,2,2,18.25,17.35,fast_base,120
"{'current_final': 119, 'fast_base': 1}",0.1687966666666667,0.16492333333333334,0.003240833333333387,0.3240833333333387,-0.0006324999999999803,-0.06324999999999803,audio_max_speech_sec >= 18.25 AND prev_slow_audio_speech_ratio <= 1.7755,audio_max_speech_sec,prev_slow_audio_speech_ratio,0.16555583333333332,0,>=,<=,1,0,if_audio_max_speech_sec_>=_18.25_AND_prev_slow_audio_speech_ratio_<=_1.7755_then_fast_base_else_current_final,recording_balanced_overlay,5,1,1,18.25,1.7754978946170477,fast_base,120
"{'current_final': 119, 'fast_base': 1}",0.1687966666666667,0.16492333333333334,0.0032083333333333963,0.32083333333333963,-0.0006649999999999712,-0.06649999999999712,audio_max_p90_db >= -24.7644 AND prev_audio_max_minus_mean_p90_db <= 3.907,audio_max_p90_db,prev_audio_max_minus_mean_p90_db,0.1655883333333333,0,>=,<=,1,0,if_audio_max_p90_db_>=_-24.7644_AND_prev_audio_max_minus_mean_p90_db_<=_3.907_then_fast_base_else_current_final,recording_balanced_overlay,5,1,1,-24.7644,3.907,fast_base,120
"{'current_final': 119, 'rule_recover_matched_label': 1}",0.1687966666666667,0.16492333333333334,0.0032083333333333963,0.32083333333333963,-0.0006649999999999712,-0.06649999999999712,audio_max_p90_db >= -24.7644 AND prev_audio_max_minus_mean_p90_db <= 3.907,audio_max_p90_db,prev_audio_max_minus_mean_p90_db,0.1655883333333333,0,>=,<=,1,0,if_audio_max_p90_db_>=_-24.7644_AND_prev_audio_max_minus_mean_p90_db_<=_3.907_then_rule_recover_matched_label_else_current_final,recording_balanced_overlay,5,1,1,-24.7644,3.907,rule_recover_matched_label,120
"{'current_final': 119, 'rule_recover_policy_sweep_best': 1}",0.1687966666666667,0.16492333333333334,0.0032083333333333963,0.32083333333333963,-0.0006649999999999712,-0.06649999999999712,audio_max_p90_db >= -24.7644 AND prev_audio_max_minus_mean_p90_db <= 3.907,audio_max_p90_db,prev_audio_max_minus_mean_p90_db,0.1655883333333333,0,>=,<=,1,0,if_audio_max_p90_db_>=_-24.7644_AND_prev_audio_max_minus_mean_p90_db_<=_3.907_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,1,1,-24.7644,3.907,rule_recover_policy_sweep_best,120
"{'current_final': 119, 'rule_recover_uncovered_only': 1}",0.1687966666666667,0.16492333333333334,0.0032083333333333963,0.32083333333333963,-0.0006649999999999712,-0.06649999999999712,audio_max_p90_db >= -24.7644 AND prev_audio_max_minus_mean_p90_db <= 3.907,audio_max_p90_db,prev_audio_max_minus_mean_p90_db,0.1655883333333333,0,>=,<=,1,0,if_audio_max_p90_db_>=_-24.7644_AND_prev_audio_max_minus_mean_p90_db_<=_3.907_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,1,1,-24.7644,3.907,rule_recover_uncovered_only,120
"{'current_final': 117, 'rule_recover_matched_label': 3}",0.1687966666666667,0.16492333333333334,0.0031450000000000644,0.31450000000000644,-0.0007283333333333031,-0.07283333333333031,audio_speech_sec >= 16.3 AND slow_audio_speech_ratio <= 1.96199,audio_speech_sec,slow_audio_speech_ratio,0.16565166666666664,0,>=,<=,2,0,if_audio_speech_sec_>=_16.3_AND_slow_audio_speech_ratio_<=_1.96199_then_rule_recover_matched_label_else_current_final,recording_balanced_overlay,5,3,3,16.3,1.9619921363040629,rule_recover_matched_label,120
"{'current_final': 117, 'rule_recover_policy_sweep_best': 3}",0.1687966666666667,0.16492333333333334,0.0031450000000000644,0.31450000000000644,-0.0007283333333333031,-0.07283333333333031,audio_speech_sec >= 16.3 AND slow_audio_speech_ratio <= 1.96199,audio_speech_sec,slow_audio_speech_ratio,0.16565166666666664,0,>=,<=,2,0,if_audio_speech_sec_>=_16.3_AND_slow_audio_speech_ratio_<=_1.96199_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,3,3,16.3,1.9619921363040629,rule_recover_policy_sweep_best,120
"{'current_final': 119, 'fast_base': 1}",0.1687966666666667,0.16492333333333334,0.0031083333333334073,0.31083333333334073,-0.0007649999999999602,-0.07649999999999602,fast_spk >= 4 AND prev_audio_speech_sec >= 16.27,fast_spk,prev_audio_speech_sec,0.1656883333333333,0,>=,>=,1,0,if_fast_spk_>=_4_AND_prev_audio_speech_sec_>=_16.27_then_fast_base_else_current_final,recording_balanced_overlay,5,1,1,4.0,16.27,fast_base,120
"{'current_final': 118, 'fast_base': 2}",0.1687966666666667,0.16492333333333334,0.003099166666666736,0.3099166666666736,-0.0007741666666666314,-0.07741666666666314,audio_max_speech_sec >= 18.25 AND audio_speech_sec >= 16.68,audio_max_speech_sec,audio_speech_sec,0.16569749999999997,0,>=,>=,2,0,if_audio_max_speech_sec_>=_18.25_AND_audio_speech_sec_>=_16.68_then_fast_base_else_current_final,recording_balanced_overlay,5,2,2,18.25,16.68,fast_base,120
"{'current_final': 117, 'rule_recover_uncovered_only': 3}",0.1687966666666667,0.16492333333333334,0.00309500000000007,0.309500000000007,-0.0007783333333332976,-0.07783333333332976,audio_speech_sec >= 16.3 AND slow_audio_speech_ratio <= 1.96199,audio_speech_sec,slow_audio_speech_ratio,0.16570166666666664,0,>=,<=,2,0,if_audio_speech_sec_>=_16.3_AND_slow_audio_speech_ratio_<=_1.96199_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,3,3,16.3,1.9619921363040629,rule_recover_uncovered_only,120
"{'current_final': 117, 'rule_recover_matched_label': 3}",0.1687966666666667,0.16492333333333334,0.0030558333333333965,0.30558333333333965,-0.000817499999999971,-0.0817499999999971,audio_speech_sec >= 17.015,audio_speech_sec,,0.1657408333333333,0,>=,,2,0,if_audio_speech_sec_>=_17.015_then_rule_recover_matched_label_else_current_final,recording_balanced_overlay,5,3,3,17.015,,rule_recover_matched_label,120
"{'current_final': 117, 'rule_recover_policy_sweep_best': 3}",0.1687966666666667,0.16492333333333334,0.0030558333333333965,0.30558333333333965,-0.000817499999999971,-0.0817499999999971,audio_speech_sec >= 17.015,audio_speech_sec,,0.1657408333333333,0,>=,,2,0,if_audio_speech_sec_>=_17.015_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,3,3,17.015,,rule_recover_policy_sweep_best,120
"{'current_final': 117, 'rule_recover_uncovered_only': 3}",0.1687966666666667,0.16492333333333334,0.0030558333333333965,0.30558333333333965,-0.000817499999999971,-0.0817499999999971,audio_speech_sec >= 17.015,audio_speech_sec,,0.1657408333333333,0,>=,,2,0,if_audio_speech_sec_>=_17.015_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,3,3,17.015,,rule_recover_uncovered_only,120
"{'current_final': 119, 'fast_base': 1}",0.1687966666666667,0.16492333333333334,0.003035833333333404,0.3035833333333404,-0.0008374999999999633,-0.08374999999999633,prev_recover_slow_segment >= 5 AND seg_diff <= -7,prev_recover_slow_segment,seg_diff,0.1657608333333333,0,>=,<=,1,0,if_prev_recover_slow_segment_>=_5_AND_seg_diff_<=_-7_then_fast_base_else_current_final,recording_balanced_overlay,5,1,1,5.0,-7.0,fast_base,120
"{'current_final': 119, 'fast_base': 1}",0.1687966666666667,0.16492333333333334,0.0030291666666667494,0.30291666666667494,-0.0008441666666666181,-0.08441666666666181,prev_guard_count >= 19,prev_guard_count,,0.16576749999999996,0,>=,,1,0,if_prev_guard_count_>=_19_then_fast_base_else_current_final,recording_balanced_overlay,5,1,1,19.0,,fast_base,120
"{'current_final': 119, 'rule_recover_matched_label': 1}",0.1687966666666667,0.16492333333333334,0.0030291666666667494,0.30291666666667494,-0.0008441666666666181,-0.08441666666666181,prev_guard_count >= 19,prev_guard_count,,0.16576749999999996,0,>=,,1,0,if_prev_guard_count_>=_19_then_rule_recover_matched_label_else_current_final,recording_balanced_overlay,5,1,1,19.0,,rule_recover_matched_label,120
"{'current_final': 119, 'rule_recover_policy_sweep_best': 1}",0.1687966666666667,0.16492333333333334,0.0030291666666667494,0.30291666666667494,-0.0008441666666666181,-0.08441666666666181,prev_guard_count >= 19,prev_guard_count,,0.16576749999999996,0,>=,,1,0,if_prev_guard_count_>=_19_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,1,1,19.0,,rule_recover_policy_sweep_best,120
"{'current_final': 119, 'rule_recover_uncovered_only': 1}",0.1687966666666667,0.16492333333333334,0.0030291666666667494,0.30291666666667494,-0.0008441666666666181,-0.08441666666666181,prev_guard_count >= 19,prev_guard_count,,0.16576749999999996,0,>=,,1,0,if_prev_guard_count_>=_19_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,1,1,19.0,,rule_recover_uncovered_only,120
"{'current_final': 118, 'fast_base': 2}",0.1687966666666667,0.16492333333333334,0.0029925000000000646,0.29925000000000646,-0.0008808333333333029,-0.0880833333333303,audio_speech_sec >= 15.92 AND seg_diff <= -7,audio_speech_sec,seg_diff,0.16580416666666664,0,>=,<=,2,0,if_audio_speech_sec_>=_15.92_AND_seg_diff_<=_-7_then_fast_base_else_current_final,recording_balanced_overlay,5,2,2,15.92,-7.0,fast_base,120
"{'current_final': 119, 'rule_recover_matched_label': 1}",0.1687966666666667,0.16492333333333334,0.0028941666666667254,0.28941666666667254,-0.000979166666666642,-0.09791666666666421,boundary_fix_or_relabel >= 17 AND prev_audio_speech_sec >= 15.88,boundary_fix_or_relabel,prev_audio_speech_sec,0.16590249999999998,0,>=,>=,1,0,if_boundary_fix_or_relabel_>=_17_AND_prev_audio_speech_sec_>=_15.88_then_rule_recover_matched_label_else_current_final,recording_balanced_overlay,5,1,1,17.0,15.88,rule_recover_matched_label,120
"{'current_final': 117, 'rule_recover_matched_label': 3}",0.1687966666666667,0.16492333333333334,0.0028458333333333807,0.2845833333333381,-0.0010274999999999868,-0.10274999999999868,audio_max_speech_sec >= 18.25 AND audio_speech_sec >= 16.3,audio_max_speech_sec,audio_speech_sec,0.16595083333333333,0,>=,>=,2,0,if_audio_max_speech_sec_>=_18.25_AND_audio_speech_sec_>=_16.3_then_rule_recover_matched_label_else_current_final,recording_balanced_overlay,5,3,3,18.25,16.3,rule_recover_matched_label,120
"{'current_final': 117, 'rule_recover_policy_sweep_best': 3}",0.1687966666666667,0.16492333333333334,0.0028458333333333807,0.2845833333333381,-0.0010274999999999868,-0.10274999999999868,audio_max_speech_sec >= 18.25 AND audio_speech_sec >= 16.3,audio_max_speech_sec,audio_speech_sec,0.16595083333333333,0,>=,>=,2,0,if_audio_max_speech_sec_>=_18.25_AND_audio_speech_sec_>=_16.3_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,3,3,18.25,16.3,rule_recover_policy_sweep_best,120
"{'current_final': 117, 'rule_recover_matched_label': 3}",0.1687966666666667,0.16492333333333334,0.0028458333333333807,0.2845833333333381,-0.0010274999999999868,-0.10274999999999868,audio_max_speech_sec >= 18.25 AND prev_audio_speech_sec >= 15.88,audio_max_speech_sec,prev_audio_speech_sec,0.16595083333333333,0,>=,>=,2,0,if_audio_max_speech_sec_>=_18.25_AND_prev_audio_speech_sec_>=_15.88_then_rule_recover_matched_label_else_current_final,recording_balanced_overlay,5,3,3,18.25,15.88,rule_recover_matched_label,120
"{'current_final': 117, 'rule_recover_policy_sweep_best': 3}",0.1687966666666667,0.16492333333333334,0.0028458333333333807,0.2845833333333381,-0.0010274999999999868,-0.10274999999999868,audio_max_speech_sec >= 18.25 AND prev_audio_speech_sec >= 15.88,audio_max_speech_sec,prev_audio_speech_sec,0.16595083333333333,0,>=,>=,2,0,if_audio_max_speech_sec_>=_18.25_AND_prev_audio_speech_sec_>=_15.88_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,3,3,18.25,15.88,rule_recover_policy_sweep_best,120
"{'current_final': 118, 'rule_recover_matched_label': 2}",0.1687966666666667,0.16492333333333334,0.0028458333333333807,0.2845833333333381,-0.0010274999999999868,-0.10274999999999868,audio_speech_sec >= 15.78 AND prev_audio_speech_sec >= 16.64,audio_speech_sec,prev_audio_speech_sec,0.16595083333333333,0,>=,>=,2,0,if_audio_speech_sec_>=_15.78_AND_prev_audio_speech_sec_>=_16.64_then_rule_recover_matched_label_else_current_final,recording_balanced_overlay,5,2,2,15.78,16.64,rule_recover_matched_label,120
"{'current_final': 118, 'rule_recover_policy_sweep_best': 2}",0.1687966666666667,0.16492333333333334,0.0028458333333333807,0.2845833333333381,-0.0010274999999999868,-0.10274999999999868,audio_speech_sec >= 15.78 AND prev_audio_speech_sec >= 16.64,audio_speech_sec,prev_audio_speech_sec,0.16595083333333333,0,>=,>=,2,0,if_audio_speech_sec_>=_15.78_AND_prev_audio_speech_sec_>=_16.64_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,2,2,15.78,16.64,rule_recover_policy_sweep_best,120
"{'current_final': 119, 'rule_recover_policy_sweep_best': 1}",0.1687966666666667,0.16492333333333334,0.002844166666666731,0.2844166666666731,-0.0010291666666666366,-0.10291666666666366,boundary_fix_or_relabel >= 17 AND prev_audio_speech_sec >= 15.88,boundary_fix_or_relabel,prev_audio_speech_sec,0.16595249999999998,0,>=,>=,1,0,if_boundary_fix_or_relabel_>=_17_AND_prev_audio_speech_sec_>=_15.88_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,1,1,17.0,15.88,rule_recover_policy_sweep_best,120
"{'current_final': 119, 'rule_recover_uncovered_only': 1}",0.1687966666666667,0.16492333333333334,0.002844166666666731,0.2844166666666731,-0.0010291666666666366,-0.10291666666666366,boundary_fix_or_relabel >= 17 AND prev_audio_speech_sec >= 15.88,boundary_fix_or_relabel,prev_audio_speech_sec,0.16595249999999998,0,>=,>=,1,0,if_boundary_fix_or_relabel_>=_17_AND_prev_audio_speech_sec_>=_15.88_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,1,1,17.0,15.88,rule_recover_uncovered_only,120
"{'current_final': 117, 'fast_base': 3}",0.1687966666666667,0.16492333333333334,0.0028400000000000647,0.28400000000000647,-0.0010333333333333028,-0.10333333333333028,audio_speech_sec >= 17.015,audio_speech_sec,,0.16595666666666664,0,>=,,3,0,if_audio_speech_sec_>=_17.015_then_fast_base_else_current_final,recording_balanced_overlay,5,3,3,17.015,,fast_base,120
"{'current_final': 119, 'rule_recover_matched_label': 1}",0.1687966666666667,0.16492333333333334,0.0028250000000000774,0.28250000000000774,-0.00104833333333329,-0.104833333333329,align_slow_segment <= 4 AND prev_audio_channel_activity_mean >= 3.6101,align_slow_segment,prev_audio_channel_activity_mean,0.16597166666666663,0,<=,>=,1,0,if_align_slow_segment_<=_4_AND_prev_audio_channel_activity_mean_>=_3.6101_then_rule_recover_matched_label_else_current_final,recording_balanced_overlay,5,1,1,4.0,3.6101,rule_recover_matched_label,120
"{'current_final': 119, 'rule_recover_policy_sweep_best': 1}",0.1687966666666667,0.16492333333333334,0.0028250000000000774,0.28250000000000774,-0.00104833333333329,-0.104833333333329,align_slow_segment <= 4 AND prev_audio_channel_activity_mean >= 3.6101,align_slow_segment,prev_audio_channel_activity_mean,0.16597166666666663,0,<=,>=,1,0,if_align_slow_segment_<=_4_AND_prev_audio_channel_activity_mean_>=_3.6101_then_rule_recover_policy_sweep_best_else_current_final,recording_balanced_overlay,5,1,1,4.0,3.6101,rule_recover_policy_sweep_best,120
"{'current_final': 117, 'rule_recover_uncovered_only': 3}",0.1687966666666667,0.16492333333333334,0.0027958333333333862,0.2795833333333386,-0.0010774999999999813,-0.10774999999999813,audio_max_speech_sec >= 18.25 AND audio_speech_sec >= 16.3,audio_max_speech_sec,audio_speech_sec,0.16600083333333332,0,>=,>=,2,0,if_audio_max_speech_sec_>=_18.25_AND_audio_speech_sec_>=_16.3_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,3,3,18.25,16.3,rule_recover_uncovered_only,120
"{'current_final': 117, 'rule_recover_uncovered_only': 3}",0.1687966666666667,0.16492333333333334,0.0027958333333333862,0.2795833333333386,-0.0010774999999999813,-0.10774999999999813,audio_max_speech_sec >= 18.25 AND prev_audio_speech_sec >= 15.88,audio_max_speech_sec,prev_audio_speech_sec,0.16600083333333332,0,>=,>=,2,0,if_audio_max_speech_sec_>=_18.25_AND_prev_audio_speech_sec_>=_15.88_then_rule_recover_uncovered_only_else_current_final,recording_balanced_overlay,5,3,3,18.25,15.88,rule_recover_uncovered_only,120
