recording_id,window_size,segment_idx,audio_path,audio_exists,offset,duration,sample_rate,channels,audio_speech_sec,audio_speech_ratio,audio_mean_db,audio_p20_db,audio_p50_db,audio_p90_db,audio_p95_db,audio_threshold_db,audio_dynamic_range_db,audio_high_energy_ratio,audio_low_energy_ratio,audio_max_speech_sec,audio_max_speech_ratio,audio_max_mean_db,audio_max_p90_db,audio_max_threshold_db,audio_max_minus_mean_p90_db,audio_channel_activity_mean,audio_channel_activity_p90,audio_channel_activity_ratio,audio_frame_count,feature_status
R8009_M8020,30,9,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8020_MS810.wav,True,1170.0,30.0,16000,8,14.45,0.4817,-47.5658,-56.7967,-45.4838,-37.269,-35.5322,-45.0,19.5277,0.1001,0.2001,18.57,0.619,-42.796,-32.0064,-44.1442,5.2626,3.7392,8.0,0.4674,2998,ok
R8009_M8020,30,10,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8020_MS810.wav,True,1200.0,30.0,16000,8,13.32,0.444,-48.3801,-58.1443,-46.3278,-37.0897,-35.3385,-45.0,21.0546,0.1001,0.2001,18.74,0.6247,-43.7095,-32.2002,-45.0,4.8895,3.7485,8.0,0.4686,2998,ok
R8009_M8020,30,11,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8020_MS810.wav,True,1350.0,30.0,16000,8,14.3,0.4767,-47.3982,-54.9335,-45.4943,-38.1107,-36.4676,-45.0,16.8227,0.1001,0.2001,16.73,0.5577,-42.3587,-33.3873,-41.6072,4.7234,2.6361,8.0,0.3295,2998,ok
R8009_M8020,30,12,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8020_MS810.wav,True,1590.0,30.0,16000,8,15.78,0.526,-46.6328,-56.0084,-44.4302,-36.2384,-34.7664,-45.0,19.77,0.1001,0.2001,19.27,0.6423,-42.0028,-31.5191,-43.2607,4.7193,3.9276,8.0,0.491,2998,ok
R8009_M8020,30,13,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8020_MS810.wav,True,1770.0,30.0,16000,8,12.4,0.4133,-49.6515,-62.5738,-47.0612,-37.5478,-35.9034,-45.0,25.0259,0.1001,0.2001,17.5,0.5833,-44.9083,-32.2386,-45.0,5.3092,3.6101,8.0,0.4513,2998,ok
R8009_M8020,30,14,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8020_MS810.wav,True,1860.0,30.0,16000,8,12.1,0.4033,-49.583,-62.6261,-47.4919,-36.7646,-35.1578,-45.0,25.8615,0.1001,0.2001,17.28,0.576,-44.7349,-31.4803,-45.0,5.2843,3.6204,8.0,0.4526,2998,ok
R8009_M8018,30,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8018_MS809.wav,True,150.0,30.0,16000,8,9.46,0.3153,-50.1304,-57.868,-49.009,-40.3154,-38.4496,-45.0,17.5526,0.1001,0.2001,16.08,0.536,-44.1683,-34.0475,-43.6431,6.2679,2.4663,8.0,0.3083,2998,ok
R8009_M8018,30,1,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8018_MS809.wav,True,180.0,30.0,16000,8,9.71,0.3237,-48.4593,-54.5276,-48.0031,-40.0613,-38.1438,-45.0,14.4664,0.1001,0.2001,10.89,0.363,-42.7982,-34.7221,-40.1888,5.3392,1.3919,5.0,0.174,2998,ok
R8009_M8018,30,2,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8018_MS809.wav,True,300.0,30.0,16000,8,10.0,0.3333,-50.05,-60.3061,-48.5886,-38.1641,-35.5962,-45.0,22.142,0.1001,0.2001,18.49,0.6163,-43.4974,-31.996,-45.0,6.1681,3.3149,8.0,0.4144,2998,ok
R8009_M8018,30,3,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8018_MS809.wav,True,420.0,30.0,16000,8,11.51,0.3837,-49.1337,-58.2051,-47.8898,-38.62,-36.3502,-45.0,19.5851,0.1001,0.2001,17.21,0.5737,-43.7321,-32.8969,-45.0,5.7231,3.4887,8.0,0.4361,2998,ok
R8009_M8018,30,4,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8018_MS809.wav,True,510.0,30.0,16000,8,5.72,0.1907,-52.2791,-60.3228,-52.2282,-41.3476,-39.0256,-45.0,18.9751,0.1001,0.2001,14.18,0.4727,-45.9506,-35.4346,-45.0,5.913,2.1438,8.0,0.268,2998,ok
R8009_M8018,30,5,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8018_MS809.wav,True,540.0,30.0,16000,8,10.4,0.3467,-48.5496,-54.4019,-48.2632,-38.8373,-36.8072,-45.0,15.5646,0.1001,0.2001,11.5,0.3833,-42.7536,-33.3414,-40.0486,5.4959,1.5404,6.0,0.1925,2998,ok
R8009_M8018,30,6,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8018_MS809.wav,True,660.0,30.0,16000,8,11.59,0.3863,-48.6826,-56.7649,-46.9833,-38.349,-36.532,-45.0,18.4159,0.1001,0.2001,16.65,0.555,-42.9591,-33.069,-42.411,5.2801,2.6868,8.0,0.3358,2998,ok
R8009_M8018,30,7,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8018_MS809.wav,True,690.0,30.0,16000,8,8.69,0.2897,-50.2788,-57.4826,-50.0893,-39.9187,-37.3412,-45.0,17.5638,0.1001,0.2001,14.41,0.4803,-44.3465,-34.0477,-43.3311,5.871,2.2608,8.0,0.2826,2998,ok
R8009_M8018,30,8,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8018_MS809.wav,True,720.0,30.0,16000,8,10.0,0.3333,-48.9359,-56.0013,-48.3615,-38.9582,-36.835,-45.0,17.0431,0.1001,0.2001,14.22,0.474,-43.1854,-33.5266,-41.9097,5.4316,2.1408,8.0,0.2676,2998,ok
R8009_M8018,30,9,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8018_MS809.wav,True,870.0,30.0,16000,8,7.01,0.2337,-50.7532,-57.6011,-50.0607,-40.9008,-38.3943,-45.0,16.7003,0.1001,0.2001,13.62,0.454,-44.9783,-35.362,-43.3047,5.5387,1.8759,7.0,0.2345,2998,ok
R8009_M8018,30,10,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8018_MS809.wav,True,1200.0,30.0,16000,8,8.13,0.271,-50.4757,-57.7462,-49.7623,-40.4584,-38.4067,-45.0,17.2878,0.1001,0.2001,14.47,0.4823,-44.5929,-34.9708,-43.4244,5.4876,2.1204,8.0,0.2651,2998,ok
R8009_M8018,30,11,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8018_MS809.wav,True,1260.0,30.0,16000,8,9.95,0.3317,-49.7179,-57.5345,-48.1995,-40.2458,-37.8295,-45.0,17.2886,0.1001,0.2001,15.81,0.527,-44.1526,-34.8046,-43.1963,5.4412,2.456,8.0,0.307,2998,ok
R8009_M8018,30,12,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8018_MS809.wav,True,1290.0,30.0,16000,8,10.44,0.348,-49.5148,-58.1159,-48.2736,-39.6151,-37.9931,-45.0,18.5008,0.1001,0.2001,17.14,0.5713,-44.0222,-34.3793,-44.1263,5.2357,3.0247,8.0,0.3781,2998,ok
R8009_M8018,30,13,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8018_MS809.wav,True,1470.0,30.0,16000,8,11.2,0.3733,-49.2105,-56.6153,-47.6409,-39.6326,-37.7491,-45.0,16.9827,0.1001,0.2001,16.31,0.5437,-43.5685,-33.9994,-42.7607,5.6332,2.454,7.0,0.3067,2998,ok
R8009_M8018,30,14,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8018_MS809.wav,True,1590.0,30.0,16000,8,8.12,0.2707,-50.7312,-58.2699,-49.8986,-40.2338,-38.0694,-45.0,18.0362,0.1001,0.2001,15.0,0.5,-44.6822,-34.4302,-43.8747,5.8036,2.3682,8.0,0.296,2998,ok
R8009_M8019,30,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8019_MS810.wav,True,120.0,30.0,16000,8,8.12,0.2707,-51.0183,-60.9107,-49.8137,-39.8534,-37.5184,-45.0,21.0573,0.1001,0.2001,13.94,0.4647,-46.9661,-35.7735,-45.0,4.0799,2.5217,8.0,0.3152,2998,ok
R8009_M8019,30,1,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8019_MS810.wav,True,300.0,30.0,16000,8,7.97,0.2657,-52.2551,-64.4289,-51.3967,-38.1292,-35.2352,-45.0,26.2997,0.1001,0.2001,12.71,0.4237,-47.9136,-33.6023,-45.0,4.5269,2.454,8.0,0.3067,2998,ok
R8009_M8019,30,2,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8019_MS810.wav,True,450.0,30.0,16000,8,10.19,0.3397,-49.6896,-59.5265,-49.0418,-36.6745,-34.147,-45.0,22.8519,0.1001,0.2001,16.03,0.5343,-44.8526,-31.7785,-45.0,4.896,3.1498,8.0,0.3937,2998,ok
R8009_M8019,30,3,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8019_MS810.wav,True,780.0,30.0,16000,8,5.5,0.1833,-52.0493,-59.1604,-51.7567,-41.2839,-36.8203,-45.0,17.8764,0.1001,0.2001,12.68,0.4227,-47.2112,-36.8443,-45.0,4.4396,2.0287,8.0,0.2536,2998,ok
R8009_M8019,30,4,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8019_MS810.wav,True,870.0,30.0,16000,8,3.56,0.1187,-53.0522,-61.2409,-51.4963,-44.5029,-42.7271,-45.0,16.738,0.1001,0.2001,12.13,0.4043,-48.2187,-39.2692,-45.0,5.2337,1.7121,5.0,0.214,2998,ok
R8009_M8019,30,5,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8019_MS810.wav,True,1020.0,30.0,16000,8,7.17,0.239,-50.317,-57.1448,-49.7043,-39.847,-35.9406,-45.0,17.2978,0.1001,0.2001,13.76,0.4587,-45.9114,-35.3908,-44.7342,4.4562,2.4026,8.0,0.3003,2998,ok
R8009_M8019,30,6,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8019_MS810.wav,True,1140.0,30.0,16000,8,6.02,0.2007,-52.2318,-61.6924,-51.2003,-40.775,-38.253,-45.0,20.9173,0.1001,0.2001,13.12,0.4373,-47.2994,-36.4241,-45.0,4.3509,2.2068,8.0,0.2759,2998,ok
R8009_M8019,30,7,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8019_MS810.wav,True,1200.0,30.0,16000,8,5.74,0.1913,-54.0321,-64.2506,-53.7428,-41.5206,-37.8298,-45.0,22.73,0.1001,0.2001,10.48,0.3493,-49.4591,-37.0096,-45.0,4.511,1.9036,8.0,0.238,2998,ok
R8009_M8019,30,8,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8019_MS810.wav,True,1230.0,30.0,16000,8,12.75,0.425,-47.0249,-55.6575,-47.0176,-33.9205,-31.1658,-45.0,21.737,0.1001,0.2001,15.95,0.5317,-42.8142,-29.5923,-43.6172,4.3283,3.3496,8.0,0.4187,2998,ok
R8009_M8019,30,9,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8019_MS810.wav,True,1290.0,30.0,16000,8,12.2,0.4067,-48.6393,-58.3878,-48.0791,-35.815,-33.2656,-45.0,22.5728,0.1001,0.2001,16.16,0.5387,-44.5539,-31.8645,-45.0,3.9505,3.5584,8.0,0.4448,2998,ok
R8009_M8019,30,10,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8019_MS810.wav,True,1320.0,30.0,16000,8,9.32,0.3107,-49.2955,-57.2093,-49.2522,-35.6691,-33.5316,-45.0,21.5401,0.1001,0.2001,14.34,0.478,-44.8927,-31.037,-44.7189,4.6322,2.8849,8.0,0.3606,2998,ok
R8009_M8019,30,11,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8019_MS810.wav,True,1380.0,30.0,16000,8,7.53,0.251,-51.6483,-61.0322,-50.6027,-40.6397,-37.8722,-45.0,20.3924,0.1001,0.2001,13.25,0.4417,-47.2606,-36.2417,-45.0,4.398,2.3539,8.0,0.2942,2998,ok
R8009_M8019,30,12,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8019_MS810.wav,True,1650.0,30.0,16000,8,1.34,0.0447,-55.2612,-61.7012,-54.5546,-47.0829,-45.2529,-45.0,14.6183,0.1001,0.2001,6.58,0.2193,-50.7113,-42.0927,-45.0,4.9903,0.7488,4.0,0.0936,2998,ok
R8009_M8019,30,13,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8019_MS810.wav,True,1770.0,30.0,16000,8,4.42,0.1473,-55.1838,-66.0207,-53.6815,-42.9395,-39.8381,-45.0,23.0813,0.1001,0.2001,9.59,0.3197,-50.6002,-38.6517,-45.0,4.2878,1.5277,6.0,0.191,2998,ok
R8009_M8019,30,14,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8009_M8019_MS810.wav,True,1890.0,30.0,16000,8,4.91,0.1637,-52.9628,-60.1557,-52.0264,-42.8169,-40.2134,-45.0,17.3388,0.1001,0.2001,11.24,0.3747,-48.1366,-38.1808,-45.0,4.6361,1.7392,6.0,0.2174,2998,ok
R8008_M8013,30,0,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,True,120.0,30.0,16000,8,4.26,0.142,-50.6301,-55.1611,-49.9915,-44.1142,-42.9033,-45.0,11.0469,0.1001,0.2001,9.05,0.3017,-46.2639,-39.141,-42.913,4.9732,1.0227,4.0,0.1278,2998,ok
R8008_M8013,30,1,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,True,210.0,30.0,16000,8,2.63,0.0877,-52.0843,-58.0099,-51.1363,-45.2754,-43.712,-45.0,12.7346,0.1001,0.2001,10.52,0.3507,-48.26,-40.9093,-45.0,4.366,1.3883,5.0,0.1735,2998,ok
R8008_M8013,30,2,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,True,390.0,30.0,16000,8,1.07,0.0357,-53.9248,-60.4649,-53.2331,-46.7672,-45.608,-45.0,13.6977,0.1001,0.2001,7.83,0.261,-49.4977,-42.4626,-45.0,4.3046,0.8332,3.0,0.1042,2998,ok
R8008_M8013,30,3,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,True,840.0,30.0,16000,8,2.44,0.0813,-51.8347,-55.9565,-51.4386,-45.5996,-43.8994,-45.0,10.357,0.1001,0.2001,8.51,0.2837,-47.3683,-40.5216,-44.0522,5.0779,0.9073,3.0,0.1134,2998,ok
R8008_M8013,30,4,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,True,870.0,30.0,16000,8,1.79,0.0597,-52.4646,-57.9877,-51.3551,-45.8218,-44.6773,-45.0,12.166,0.1001,0.2001,10.03,0.3343,-48.4797,-41.2946,-45.0,4.5271,1.2318,4.0,0.154,2998,ok
R8008_M8013,30,5,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,True,1020.0,30.0,16000,8,2.85,0.095,-51.1751,-55.8028,-50.2866,-45.0793,-43.8506,-45.0,10.7235,0.1001,0.2001,10.12,0.3373,-47.1172,-40.5835,-44.0037,4.4958,1.1971,4.0,0.1496,2998,ok
R8008_M8013,30,6,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,True,1080.0,30.0,16000,8,2.12,0.0707,-53.0568,-59.3406,-52.3348,-45.7422,-44.283,-45.0,13.5984,0.1001,0.2001,9.06,0.302,-49.1769,-41.3152,-45.0,4.427,1.2185,5.0,0.1523,2998,ok
R8008_M8013,30,7,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,True,1200.0,30.0,16000,8,2.13,0.071,-52.7713,-58.8555,-51.667,-45.83,-44.3878,-45.0,13.0256,0.1001,0.2001,8.81,0.2937,-48.8412,-41.4111,-45.0,4.4189,1.1411,4.0,0.1426,2998,ok
R8008_M8013,30,8,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,True,1230.0,30.0,16000,8,1.28,0.0427,-54.5459,-60.9025,-53.9188,-46.7833,-45.3899,-45.0,14.1192,0.1001,0.2001,5.7,0.19,-50.9079,-43.1366,-45.0,3.6467,0.6878,3.0,0.086,2998,ok
R8008_M8013,30,9,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,True,1440.0,30.0,16000,8,1.15,0.0383,-52.7363,-57.2592,-52.1342,-46.9648,-45.5091,-45.0,10.2944,0.1001,0.2001,8.25,0.275,-48.4659,-42.4398,-45.0,4.525,0.8509,3.0,0.1064,2998,ok
R8008_M8013,30,10,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,True,1530.0,30.0,16000,8,0.75,0.025,-55.2246,-61.5022,-55.0697,-47.673,-46.3428,-45.0,13.8292,0.1001,0.2001,5.41,0.1803,-51.3528,-43.4472,-45.0,4.2258,0.5804,2.0,0.0725,2998,ok
R8008_M8013,30,11,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,True,1740.0,30.0,16000,8,1.87,0.0623,-54.0728,-61.3126,-53.062,-45.9942,-44.6124,-45.0,15.3185,0.1001,0.2001,7.78,0.2593,-50.4394,-42.0287,-45.0,3.9655,1.0147,4.0,0.1268,2998,ok
R8008_M8013,30,12,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,True,1980.0,30.0,16000,8,1.3,0.0433,-51.8975,-56.4151,-51.1347,-46.2972,-45.2694,-45.0,10.1179,0.1001,0.2001,7.75,0.2583,-47.9617,-42.1571,-44.3572,4.1401,0.8199,3.0,0.1025,2998,ok
R8008_M8013,30,13,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,True,2130.0,30.0,16000,8,1.69,0.0563,-52.3758,-57.8368,-51.6276,-46.1869,-44.7943,-45.0,11.6499,0.1001,0.2001,10.04,0.3347,-48.0481,-41.2564,-45.0,4.9305,1.1508,4.0,0.1438,2998,ok
R8008_M8013,30,14,/Users/haojiang/data/AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8008_M8013_MS807.wav,True,2160.0,30.0,16000,8,1.52,0.0507,-52.3756,-57.523,-51.0336,-46.2244,-44.9767,-45.0,11.2986,0.1001,0.2001,11.06,0.3687,-48.029,-41.4081,-45.0,4.8163,1.2048,4.0,0.1506,2998,ok
