choice_counts,clipped_slow_der,current_final_der,delta_vs_clipped_slow_pp,delta_vs_current,delta_vs_current_pp,description,feature_a,feature_b,final_der,improves_positive_recordings,meaningful_delta,negative_recordings_vs_clipped_slow,op_a,op_b,overlay_losses_vs_current,overlay_wins_vs_current,policy_id,policy_kind,positive_recordings_vs_clipped_slow,selected,selected_windows,source_coverage_windows,source_full_coverage,source_id,source_path,source_stale_gt_mismatch_windows,threshold_a,threshold_b,windows
"{'current_final': 114, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 6}",0.1687966666666667,0.16492333333333334,0.38750000000000173,1.6666666666498298e-06,0.00016666666666498298,slow_speech <= 24.91,slow_speech,,0.1649216666666667,True,False,0,<=,,0,2,if_slow_speech_<=_24.91_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,6,6,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,24.909999999999997,,120
"{'current_final': 114, 'diarizen-large-v2/diarizen-large-v2/spk_none': 6}",0.1687966666666667,0.16492333333333334,0.38750000000000173,1.6666666666498298e-06,0.00016666666666498298,slow_speech <= 24.91,slow_speech,,0.1649216666666667,True,False,0,<=,,0,2,if_slow_speech_<=_24.91_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,6,6,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,24.909999999999997,,120
"{'current_final': 113, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 7}",0.1687966666666667,0.16492333333333334,0.38750000000000173,1.6666666666498298e-06,0.00016666666666498298,slow_speech <= 24.96,slow_speech,,0.1649216666666667,True,False,0,<=,,0,2,if_slow_speech_<=_24.96_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,7,7,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,24.959999999999997,,120
"{'current_final': 113, 'diarizen-large-v2/diarizen-large-v2/spk_none': 7}",0.1687966666666667,0.16492333333333334,0.38750000000000173,1.6666666666498298e-06,0.00016666666666498298,slow_speech <= 24.96,slow_speech,,0.1649216666666667,True,False,0,<=,,0,2,if_slow_speech_<=_24.96_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,7,7,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,24.959999999999997,,120
"{'current_final': 112, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 8}",0.1687966666666667,0.16492333333333334,0.38750000000000173,1.6666666666498298e-06,0.00016666666666498298,slow_speech <= 25.08,slow_speech,,0.1649216666666667,True,False,0,<=,,0,2,if_slow_speech_<=_25.08_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,8,8,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,25.080000000000002,,120
"{'current_final': 112, 'diarizen-large-v2/diarizen-large-v2/spk_none': 8}",0.1687966666666667,0.16492333333333334,0.38750000000000173,1.6666666666498298e-06,0.00016666666666498298,slow_speech <= 25.08,slow_speech,,0.1649216666666667,True,False,0,<=,,0,2,if_slow_speech_<=_25.08_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,8,8,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,25.080000000000002,,120
"{'current_final': 111, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 9}",0.1687966666666667,0.16492333333333334,0.38750000000000173,1.6666666666498298e-06,0.00016666666666498298,slow_speech <= 25.1,slow_speech,,0.1649216666666667,True,False,0,<=,,0,2,if_slow_speech_<=_25.1_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,9,9,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,25.100000000000005,,120
"{'current_final': 111, 'diarizen-large-v2/diarizen-large-v2/spk_none': 9}",0.1687966666666667,0.16492333333333334,0.38750000000000173,1.6666666666498298e-06,0.00016666666666498298,slow_speech <= 25.1,slow_speech,,0.1649216666666667,True,False,0,<=,,0,2,if_slow_speech_<=_25.1_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,9,9,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,25.100000000000005,,120
"{'current_final': 110, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 10}",0.1687966666666667,0.16492333333333334,0.38750000000000173,1.6666666666498298e-06,0.00016666666666498298,slow_speech <= 25.7,slow_speech,,0.1649216666666667,True,False,0,<=,,0,2,if_slow_speech_<=_25.7_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,10,10,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,25.700000000000003,,120
"{'current_final': 110, 'diarizen-large-v2/diarizen-large-v2/spk_none': 10}",0.1687966666666667,0.16492333333333334,0.38750000000000173,1.6666666666498298e-06,0.00016666666666498298,slow_speech <= 25.7,slow_speech,,0.1649216666666667,True,False,0,<=,,0,2,if_slow_speech_<=_25.7_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,10,10,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,25.700000000000003,,120
"{'current_final': 109, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 11}",0.1687966666666667,0.16492333333333334,0.38750000000000173,1.6666666666498298e-06,0.00016666666666498298,slow_speech <= 25.8,slow_speech,,0.1649216666666667,True,False,0,<=,,0,2,if_slow_speech_<=_25.8_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,11,11,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,25.800000000000008,,120
"{'current_final': 109, 'diarizen-large-v2/diarizen-large-v2/spk_none': 11}",0.1687966666666667,0.16492333333333334,0.38750000000000173,1.6666666666498298e-06,0.00016666666666498298,slow_speech <= 25.8,slow_speech,,0.1649216666666667,True,False,0,<=,,0,2,if_slow_speech_<=_25.8_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,11,11,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,25.800000000000008,,120
"{'current_final': 116, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 4}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_mean <= 0.8332 AND audio_channel_activity_p90 <= 3,audio_channel_activity_mean,audio_channel_activity_p90,0.1649225,True,False,0,<=,<=,0,1,if_audio_channel_activity_mean_<=_0.8332_AND_audio_channel_activity_p90_<=_3_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,4,4,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,0.8332,3.0,120
"{'current_final': 116, 'diarizen-large-v2/diarizen-large-v2/spk_none': 4}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_mean <= 0.8332 AND audio_channel_activity_p90 <= 3,audio_channel_activity_mean,audio_channel_activity_p90,0.1649225,True,False,0,<=,<=,0,1,if_audio_channel_activity_mean_<=_0.8332_AND_audio_channel_activity_p90_<=_3_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,4,4,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,0.8332,3.0,120
"{'current_final': 118, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 2}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_mean <= 0.8332 AND audio_p95_db <= -45.5091,audio_channel_activity_mean,audio_p95_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_channel_activity_mean_<=_0.8332_AND_audio_p95_db_<=_-45.5091_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,2,2,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,0.8332,-45.5091,120
"{'current_final': 118, 'diarizen-large-v2/diarizen-large-v2/spk_none': 2}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_mean <= 0.8332 AND audio_p95_db <= -45.5091,audio_channel_activity_mean,audio_p95_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_channel_activity_mean_<=_0.8332_AND_audio_p95_db_<=_-45.5091_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,2,2,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,0.8332,-45.5091,120
"{'current_final': 117, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 3}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_mean <= 0.8332 AND fast_audio_speech_ratio >= 22.8231,audio_channel_activity_mean,fast_audio_speech_ratio,0.1649225,True,False,0,<=,>=,0,1,if_audio_channel_activity_mean_<=_0.8332_AND_fast_audio_speech_ratio_>=_22.8231_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,3,3,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,0.8332,22.823076923076922,120
"{'current_final': 117, 'diarizen-large-v2/diarizen-large-v2/spk_none': 3}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_mean <= 0.8332 AND fast_audio_speech_ratio >= 22.8231,audio_channel_activity_mean,fast_audio_speech_ratio,0.1649225,True,False,0,<=,>=,0,1,if_audio_channel_activity_mean_<=_0.8332_AND_fast_audio_speech_ratio_>=_22.8231_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,3,3,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,0.8332,22.823076923076922,120
"{'current_final': 119, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 1}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_mean <= 0.8332 AND spk_diff <= -1,audio_channel_activity_mean,spk_diff,0.1649225,True,False,0,<=,<=,0,1,if_audio_channel_activity_mean_<=_0.8332_AND_spk_diff_<=_-1_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,1,1,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,0.8332,-1.0,120
"{'current_final': 119, 'diarizen-large-v2/diarizen-large-v2/spk_none': 1}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_mean <= 0.8332 AND spk_diff <= -1,audio_channel_activity_mean,spk_diff,0.1649225,True,False,0,<=,<=,0,1,if_audio_channel_activity_mean_<=_0.8332_AND_spk_diff_<=_-1_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,1,1,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,0.8332,-1.0,120
"{'current_final': 114, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 6}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_mean <= 0.8509 AND audio_channel_activity_p90 <= 3,audio_channel_activity_mean,audio_channel_activity_p90,0.1649225,True,False,0,<=,<=,0,1,if_audio_channel_activity_mean_<=_0.8509_AND_audio_channel_activity_p90_<=_3_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,6,6,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,0.8509,3.0,120
"{'current_final': 114, 'diarizen-large-v2/diarizen-large-v2/spk_none': 6}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_mean <= 0.8509 AND audio_channel_activity_p90 <= 3,audio_channel_activity_mean,audio_channel_activity_p90,0.1649225,True,False,0,<=,<=,0,1,if_audio_channel_activity_mean_<=_0.8509_AND_audio_channel_activity_p90_<=_3_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,6,6,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,0.8509,3.0,120
"{'current_final': 118, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 2}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_mean <= 0.8509 AND spk_diff <= -1,audio_channel_activity_mean,spk_diff,0.1649225,True,False,0,<=,<=,0,1,if_audio_channel_activity_mean_<=_0.8509_AND_spk_diff_<=_-1_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,2,2,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,0.8509,-1.0,120
"{'current_final': 118, 'diarizen-large-v2/diarizen-large-v2/spk_none': 2}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_mean <= 0.8509 AND spk_diff <= -1,audio_channel_activity_mean,spk_diff,0.1649225,True,False,0,<=,<=,0,1,if_audio_channel_activity_mean_<=_0.8509_AND_spk_diff_<=_-1_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,2,2,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,0.8509,-1.0,120
"{'current_final': 114, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 6}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_mean <= 0.9947 AND prev_audio_max_p90_db <= -40.7464,audio_channel_activity_mean,prev_audio_max_p90_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_channel_activity_mean_<=_0.9947_AND_prev_audio_max_p90_db_<=_-40.7464_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,6,6,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,0.9947,-40.7464,120
"{'current_final': 114, 'diarizen-large-v2/diarizen-large-v2/spk_none': 6}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_mean <= 0.9947 AND prev_audio_max_p90_db <= -40.7464,audio_channel_activity_mean,prev_audio_max_p90_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_channel_activity_mean_<=_0.9947_AND_prev_audio_max_p90_db_<=_-40.7464_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,6,6,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,0.9947,-40.7464,120
"{'current_final': 113, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 7}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_mean <= 1.0227 AND prev_audio_max_p90_db <= -40.7464,audio_channel_activity_mean,prev_audio_max_p90_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_channel_activity_mean_<=_1.0227_AND_prev_audio_max_p90_db_<=_-40.7464_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,7,7,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,1.0227,-40.7464,120
"{'current_final': 113, 'diarizen-large-v2/diarizen-large-v2/spk_none': 7}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_mean <= 1.0227 AND prev_audio_max_p90_db <= -40.7464,audio_channel_activity_mean,prev_audio_max_p90_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_channel_activity_mean_<=_1.0227_AND_prev_audio_max_p90_db_<=_-40.7464_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,7,7,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,1.0227,-40.7464,120
"{'current_final': 115, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 5}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_p90 <= 3 AND audio_channel_activity_ratio <= 0.10555,audio_channel_activity_p90,audio_channel_activity_ratio,0.1649225,True,False,0,<=,<=,0,1,if_audio_channel_activity_p90_<=_3_AND_audio_channel_activity_ratio_<=_0.10555_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,5,5,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,3.0,0.10555,120
"{'current_final': 115, 'diarizen-large-v2/diarizen-large-v2/spk_none': 5}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_p90 <= 3 AND audio_channel_activity_ratio <= 0.10555,audio_channel_activity_p90,audio_channel_activity_ratio,0.1649225,True,False,0,<=,<=,0,1,if_audio_channel_activity_p90_<=_3_AND_audio_channel_activity_ratio_<=_0.10555_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,5,5,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,3.0,0.10555,120
"{'current_final': 116, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 4}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_p90 <= 3 AND audio_max_mean_db <= -48.433,audio_channel_activity_p90,audio_max_mean_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_channel_activity_p90_<=_3_AND_audio_max_mean_db_<=_-48.433_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,4,4,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,3.0,-48.433,120
"{'current_final': 116, 'diarizen-large-v2/diarizen-large-v2/spk_none': 4}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_p90 <= 3 AND audio_max_mean_db <= -48.433,audio_channel_activity_p90,audio_max_mean_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_channel_activity_p90_<=_3_AND_audio_max_mean_db_<=_-48.433_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,4,4,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,3.0,-48.433,120
"{'current_final': 113, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 7}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_p90 <= 3,audio_channel_activity_p90,,0.1649225,True,False,0,<=,,0,1,if_audio_channel_activity_p90_<=_3_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,7,7,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,3.0,,120
"{'current_final': 113, 'diarizen-large-v2/diarizen-large-v2/spk_none': 7}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_channel_activity_p90 <= 3,audio_channel_activity_p90,,0.1649225,True,False,0,<=,,0,1,if_audio_channel_activity_p90_<=_3_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,7,7,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,3.0,,120
"{'current_final': 117, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 3}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.2986 AND audio_max_p90_db <= -41.4081,audio_dynamic_range_db,audio_max_p90_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_dynamic_range_db_<=_11.2986_AND_audio_max_p90_db_<=_-41.4081_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,3,3,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,11.2986,-41.4081,120
"{'current_final': 117, 'diarizen-large-v2/diarizen-large-v2/spk_none': 3}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.2986 AND audio_max_p90_db <= -41.4081,audio_dynamic_range_db,audio_max_p90_db,0.1649225,True,False,0,<=,<=,0,1,if_audio_dynamic_range_db_<=_11.2986_AND_audio_max_p90_db_<=_-41.4081_then_diarizen-large-v2__diarizen-large-v2__spk_none_else_current_final,external_candidate_surface_overlay,6,3,3,120,True,diarizen-large-v2/diarizen-large-v2/spk_none,outputs/diarizen_uv_120/diarizen-large-v2/default__spk_none/summary.json,0,11.2986,-41.4081,120
"{'current_final': 115, 'diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none': 5}",0.1687966666666667,0.16492333333333334,0.38741666666667063,8.333333333387927e-07,8.333333333387927e-05,audio_dynamic_range_db <= 11.2986 AND fast_audio_speech_overrun_sec >= 28.95,audio_dynamic_range_db,fast_audio_speech_overrun_sec,0.1649225,True,False,0,<=,>=,0,1,if_audio_dynamic_range_db_<=_11.2986_AND_fast_audio_speech_overrun_sec_>=_28.95_then_diarizen-large-v2__diarizen-large-v2__spk_none::outputs__diarizen_uv_48__diarizen-large-v2__default__spk_none_else_current_final,external_candidate_surface_overlay,6,5,5,120,True,diarizen-large-v2/diarizen-large-v2/spk_none::outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none,outputs/diarizen_uv_48/diarizen-large-v2/default__spk_none/summary.json,0,11.2986,28.95,120
