recording_id,window_size,segment_idx,source,patch_type,segment_id,start,end,speaker,matched_source,matched_speaker,overlap_sec,support_ratio,gt_overlap_sec,gt_support_ratio
R8008_M8013,30,2,fast,keep_fast_supported,fast_4,24.24,24.72,speaker_0,slow,3,0.48,1.0,0.63,1.0
R8008_M8013,30,2,fast,boundary_fix_or_relabel,fast_5,28.4,29.99,speaker_0,slow,3,1.59,1.0,2.31,1.0
R8008_M8013,30,2,fast,boundary_fix_or_relabel,fast_6,9.6,11.36,speaker_1,slow,2,1.76,1.0,3.45,1.0
R8008_M8013,30,2,fast,boundary_fix_or_relabel,fast_7,24.8,28.24,speaker_1,slow,1,3.44,1.0,3.99,1.0
R8008_M8013,30,2,slow,align_slow_segment,slow_0,0.0125,0.29250000000000004,2,fast,speaker_0,0.28,1.0,0.56,1.0
R8008_M8013,30,2,slow,align_slow_segment,slow_1,0.0125,7.6925,3,fast,speaker_0,3.5075,0.4567,10.81,1.0
R8008_M8013,30,2,slow,recover_slow_segment,slow_2,3.8125,13.592500000000001,2,fast,speaker_0,2.72,0.2781,16.9525,1.0
R8008_M8013,30,2,slow,align_slow_segment,slow_3,7.6925,7.8325000000000005,1,fast,speaker_0,0.14,1.0,0.28,1.0
R8008_M8013,30,2,slow,align_slow_segment,slow_4,9.6325,11.4725,1,fast,speaker_1,1.7275,0.9389,3.6425,1.0
R8008_M8013,30,2,slow,align_slow_segment,slow_5,9.9725,22.8325,3,fast,speaker_0,11.3125,0.8797,18.365,1.0
R8008_M8013,30,2,slow,align_slow_segment,slow_6,17.6925,19.3925,2,fast,speaker_0,1.7,1.0,3.3475,1.0
R8008_M8013,30,2,slow,align_slow_segment,slow_7,24.1125,24.9925,3,fast,speaker_0,0.48,0.5455,0.9525,1.0
R8008_M8013,30,2,slow,align_slow_segment,slow_8,24.6325,28.6725,1,fast,speaker_1,3.44,0.8515,5.21,1.0
R8008_M8013,30,2,slow,align_slow_segment,slow_9,27.8725,30.3925,3,fast,speaker_0,1.59,0.631,3.6475,1.0
R8008_M8013,30,3,fast,keep_fast_supported,fast_0,0.0,6.4,speaker_0,slow,1,6.08,0.95,6.05,0.9453
R8008_M8013,30,3,fast,keep_fast_supported,fast_1,7.76,20.0,speaker_0,slow,1,11.9925,0.9798,12.47,1.0
R8008_M8013,30,3,fast,keep_fast_supported,fast_2,7.2,7.92,speaker_1,slow,2,0.62,0.8611,1.27,1.0
R8008_M8013,30,3,fast,boundary_fix_or_relabel,fast_3,21.28,29.99,speaker_1,slow,2,7.5725,0.8694,7.93,0.9104
R8008_M8013,30,3,slow,align_slow_segment,slow_0,0.0125,6.0925,1,fast,speaker_0,6.08,1.0,6.0375,0.993
R8008_M8013,30,3,slow,align_slow_segment,slow_1,7.2125,7.8325000000000005,2,fast,speaker_1,0.62,1.0,1.095,1.0
R8008_M8013,30,3,slow,align_slow_segment,slow_2,7.7125,19.7525,1,fast,speaker_0,11.9925,0.9961,12.565,1.0
R8008_M8013,30,3,slow,align_slow_segment,slow_3,21.2725,28.8525,2,fast,speaker_1,7.5725,0.999,6.9625,0.9185
R8008_M8013,30,3,slow,align_slow_segment,slow_4,28.6725,30.2125,0,fast,speaker_1,1.3175,0.8555,1.14,0.7403
R8008_M8013,30,4,fast,boundary_fix_or_relabel,fast_0,0.0,9.92,speaker_0,slow,1,7.3075,0.7366,10.83,1.0
R8008_M8013,30,4,fast,boundary_fix_or_relabel,fast_1,10.88,22.16,speaker_0,slow,1,10.4525,0.9266,12.46,1.0
R8008_M8013,30,4,fast,keep_fast_supported,fast_2,22.32,25.84,speaker_0,slow,1,3.12,0.8864,3.23,0.9176
R8008_M8013,30,4,fast,boundary_fix_or_relabel,fast_3,10.24,10.32,speaker_2,slow,0,0.08,1.0,0.08,1.0
R8008_M8013,30,4,fast,boundary_fix_or_relabel,fast_4,10.4,10.72,speaker_2,slow,0,0.32,1.0,0.33,1.0
R8008_M8013,30,4,fast,boundary_fix_or_relabel,fast_5,27.12,29.99,speaker_2,slow,0,2.87,1.0,2.87,1.0
R8008_M8013,30,4,slow,align_slow_segment,slow_0,0.0125,2.2325,0,fast,speaker_0,2.22,1.0,2.0975,0.9448
R8008_M8013,30,4,slow,align_slow_segment,slow_1,2.6125,9.9525,1,fast,speaker_0,7.3075,0.9956,8.7525,1.0
R8008_M8013,30,4,slow,align_slow_segment,slow_2,8.1325,11.2925,0,fast,speaker_0,1.7875,0.5657,5.1725,1.0
R8008_M8013,30,4,slow,align_slow_segment,slow_3,10.6525,21.3325,1,fast,speaker_0,10.4525,0.9787,12.3525,1.0
R8008_M8013,30,4,slow,align_slow_segment,slow_4,18.3125,18.572499999999998,0,fast,speaker_0,0.26,1.0,0.26,1.0
R8008_M8013,30,4,slow,align_slow_segment,slow_5,20.7925,21.7525,0,fast,speaker_0,0.96,1.0,1.48,1.0
R8008_M8013,30,4,slow,align_slow_segment,slow_6,22.4925,25.6125,1,fast,speaker_0,3.12,1.0,3.1125,0.9976
R8008_M8013,30,4,slow,align_slow_segment,slow_7,27.0125,30.3925,0,fast,speaker_2,2.87,0.8491,2.94,0.8698
R8008_M8013,30,5,fast,boundary_fix_or_relabel,fast_0,2.24,5.36,speaker_0,slow,0,3.12,1.0,3.47,1.0
R8008_M8013,30,5,fast,boundary_fix_or_relabel,fast_1,6.08,7.2,speaker_0,slow,0,1.12,1.0,1.12,1.0
R8008_M8013,30,5,fast,boundary_fix_or_relabel,fast_2,24.32,25.92,speaker_0,slow,0,1.6,1.0,1.6,1.0
R8008_M8013,30,5,fast,boundary_fix_or_relabel,fast_3,15.04,15.6,speaker_1,slow,2,0.56,1.0,1.12,1.0
R8008_M8013,30,5,fast,boundary_fix_or_relabel,fast_4,17.44,20.72,speaker_1,slow,1,3.28,1.0,3.28,1.0
R8008_M8013,30,5,fast,boundary_fix_or_relabel,fast_5,20.8,23.92,speaker_1,slow,1,3.0325,0.972,3.88,1.0
R8008_M8013,30,5,fast,boundary_fix_or_relabel,fast_6,26.88,29.2,speaker_1,slow,1,2.32,1.0,2.29,0.9871
R8008_M8013,30,5,fast,boundary_fix_or_relabel,fast_7,8.8,9.12,speaker_2,slow,2,0.32,1.0,0.43,1.0
R8008_M8013,30,5,fast,boundary_fix_or_relabel,fast_8,10.32,14.64,speaker_2,slow,2,4.32,1.0,4.32,1.0
R8008_M8013,30,5,fast,boundary_fix_or_relabel,fast_9,15.52,17.28,speaker_2,slow,2,1.6925,0.9616,3.35,1.0
R8008_M8013,30,5,slow,recover_slow_segment,slow_0,0.0125,0.41250000000000003,0,,,0.0,0.0,0.2975,0.7437
R8008_M8013,30,5,slow,align_slow_segment,slow_1,1.7325,7.4725,0,fast,speaker_0,3.12,0.5436,5.94,1.0
R8008_M8013,30,5,slow,align_slow_segment,slow_2,2.6925,3.0324999999999998,2,fast,speaker_0,0.34,1.0,0.6275,1.0
R8008_M8013,30,5,slow,align_slow_segment,slow_3,7.5925,17.2125,2,fast,speaker_2,4.32,0.4491,12.2725,1.0
R8008_M8013,30,5,slow,recover_slow_segment,slow_4,8.4725,10.072500000000002,0,fast,speaker_2,0.32,0.2,1.97,1.0
R8008_M8013,30,5,slow,align_slow_segment,slow_5,14.872499999999999,16.7725,1,fast,speaker_2,1.2525,0.6592,3.8,1.0
R8008_M8013,30,5,slow,align_slow_segment,slow_6,17.1725,23.8325,1,fast,speaker_1,3.28,0.4925,7.42,1.0
R8008_M8013,30,5,slow,align_slow_segment,slow_7,21.5325,21.6725,0,fast,speaker_1,0.14,1.0,0.14,1.0
R8008_M8013,30,5,slow,align_slow_segment,slow_8,21.6725,22.0325,2,fast,speaker_1,0.36,1.0,0.36,1.0
R8008_M8013,30,5,slow,align_slow_segment,slow_9,23.1925,23.7525,2,fast,speaker_1,0.56,1.0,1.03,1.0
R8008_M8013,30,5,slow,align_slow_segment,slow_10,23.7525,26.0325,0,fast,speaker_0,1.6,0.7018,2.1575,0.9463
R8008_M8013,30,5,slow,recover_slow_segment,slow_11,26.2125,26.6725,0,,,0.0,0.0,1.2325,1.0
R8008_M8013,30,5,slow,align_slow_segment,slow_12,26.2125,30.0725,1,fast,speaker_1,2.32,0.601,3.8475,0.9968
R8008_M8013,30,5,slow,recover_slow_segment,slow_13,26.3325,26.732499999999998,2,,,0.0,0.0,1.13,1.0
R8008_M8013,30,5,slow,recover_slow_segment,slow_14,26.732499999999998,26.8125,0,,,0.0,0.0,0.1375,1.0
R8008_M8013,30,6,fast,keep_fast_supported,fast_0,0.0,3.28,speaker_0,slow,1,2.96,0.9024,2.79,0.8506
R8008_M8013,30,6,fast,keep_fast_supported,fast_1,7.52,21.36,speaker_0,slow,1,13.4875,0.9745,17.2,1.0
R8008_M8013,30,6,fast,boundary_fix_or_relabel,fast_2,27.2,28.72,speaker_0,slow,0,1.52,1.0,1.99,1.0
R8008_M8013,30,6,fast,boundary_fix_or_relabel,fast_3,3.44,3.76,speaker_1,slow,0,0.32,1.0,0.21,0.6563
R8008_M8013,30,6,fast,boundary_fix_or_relabel,fast_4,4.72,7.68,speaker_1,slow,0,2.96,1.0,2.96,1.0
R8008_M8013,30,6,fast,boundary_fix_or_relabel,fast_5,20.72,20.88,speaker_1,slow,1,0.16,1.0,0.32,1.0
R8008_M8013,30,6,fast,boundary_fix_or_relabel,fast_6,21.04,27.68,speaker_1,slow,0,6.64,1.0,6.93,1.0
R8008_M8013,30,6,fast,boundary_fix_or_relabel,fast_7,28.64,29.99,speaker_1,slow,0,1.35,1.0,1.35,1.0
R8008_M8013,30,6,slow,align_slow_segment,slow_0,0.0125,2.9725,1,fast,speaker_0,2.96,1.0,2.7775,0.9383
R8008_M8013,30,6,slow,align_slow_segment,slow_1,3.2925000000000004,7.9325,0,fast,speaker_1,2.96,0.6379,3.68,0.7931
R8008_M8013,30,6,slow,align_slow_segment,slow_2,7.8725000000000005,21.4125,1,fast,speaker_0,13.4875,0.9961,16.8775,1.0
R8008_M8013,30,6,slow,align_slow_segment,slow_3,12.052500000000002,13.232500000000002,0,fast,speaker_0,1.18,1.0,2.36,1.0
R8008_M8013,30,6,slow,align_slow_segment,slow_4,12.732500000000002,13.052500000000002,2,fast,speaker_0,0.32,1.0,0.9175,1.0
R8008_M8013,30,6,slow,align_slow_segment,slow_5,18.572499999999998,30.3925,0,fast,speaker_1,6.64,0.5618,13.915,1.0
R8008_M8013,30,6,slow,align_slow_segment,slow_6,27.9125,28.7925,1,fast,speaker_0,0.8075,0.9176,1.3375,1.0
R8008_M8013,30,7,fast,boundary_fix_or_relabel,fast_0,0.0,14.64,speaker_0,slow,1,8.96,0.612,18.47,1.0
R8008_M8013,30,7,fast,keep_fast_supported,fast_1,15.6,29.99,speaker_0,slow,2,14.3375,0.9964,17.49,1.0
R8008_M8013,30,7,fast,boundary_fix_or_relabel,fast_2,14.56,15.68,speaker_1,slow,0,1.0725,0.9576,0.95,0.8482
R8008_M8013,30,7,slow,align_slow_segment,slow_0,0.0125,7.2325,2,fast,speaker_0,7.22,1.0,9.97,1.0
R8008_M8013,30,7,slow,align_slow_segment,slow_1,2.2525000000000004,2.7925000000000004,1,fast,speaker_0,0.54,1.0,1.0225,1.0
R8008_M8013,30,7,slow,align_slow_segment,slow_2,5.4325,14.392500000000002,1,fast,speaker_0,8.96,1.0,12.2025,1.0
R8008_M8013,30,7,slow,align_slow_segment,slow_3,9.412500000000001,9.752500000000001,2,fast,speaker_0,0.34,1.0,0.65,1.0
R8008_M8013,30,7,slow,align_slow_segment,slow_4,9.8125,10.1525,0,fast,speaker_0,0.34,1.0,0.68,1.0
R8008_M8013,30,7,slow,align_slow_segment,slow_5,13.8125,14.572500000000002,2,fast,speaker_0,0.76,1.0,1.39,1.0
R8008_M8013,30,7,slow,align_slow_segment,slow_6,13.8525,15.6325,0,fast,speaker_1,1.0725,0.6025,2.2275,1.0
R8008_M8013,30,7,slow,align_slow_segment,slow_7,14.572500000000002,14.9525,1,fast,speaker_1,0.38,1.0,0.38,1.0
R8008_M8013,30,7,slow,align_slow_segment,slow_8,15.6325,16.1725,1,fast,speaker_0,0.54,1.0,0.97,1.0
R8008_M8013,30,7,slow,align_slow_segment,slow_9,15.6525,30.0925,2,fast,speaker_0,14.3375,0.9929,17.4875,1.0
R8008_M8013,30,7,slow,align_slow_segment,slow_10,24.4125,24.5925,0,fast,speaker_0,0.18,1.0,0.36,1.0
R8008_M8013,30,7,slow,align_slow_segment,slow_11,28.232499999999998,28.2525,1,fast,speaker_0,0.02,1.0,0.02,1.0
R8008_M8013,30,7,slow,align_slow_segment,slow_12,28.2525,30.3925,0,fast,speaker_0,1.7375,0.8119,3.8175,1.0
R8008_M8013,30,7,slow,align_slow_segment,slow_13,28.9725,29.2125,1,fast,speaker_0,0.24,1.0,0.6975,1.0
R8009_M8018,30,0,fast,boundary_fix_or_relabel,fast_0,0.0,1.68,speaker_0,slow,2,1.6675,0.9926,1.68,1.0
R8009_M8018,30,0,fast,boundary_fix_or_relabel,fast_1,2.08,4.96,speaker_0,slow,2,2.88,1.0,2.79,0.9688
R8009_M8018,30,0,fast,boundary_fix_or_relabel,fast_2,5.84,6.4,speaker_0,slow,2,0.56,1.0,0.56,1.0
R8009_M8018,30,0,fast,boundary_fix_or_relabel,fast_3,6.48,9.52,speaker_0,slow,2,3.04,1.0,3.03,0.9967
R8009_M8018,30,0,fast,keep_fast_supported,fast_4,23.36,24.88,speaker_0,slow,2,1.52,1.0,2.72,1.0
R8009_M8018,30,0,fast,boundary_fix_or_relabel,fast_5,26.24,26.56,speaker_0,slow,1,0.32,1.0,0.57,1.0
R8009_M8018,30,0,fast,keep_fast_supported,fast_6,10.48,14.24,speaker_1,slow,1,3.76,1.0,5.09,1.0
R8009_M8018,30,0,fast,boundary_fix_or_relabel,fast_7,14.8,17.76,speaker_1,slow,1,2.96,1.0,2.96,1.0
R8009_M8018,30,0,fast,boundary_fix_or_relabel,fast_8,18.0,19.6,speaker_1,slow,1,1.6,1.0,1.6,1.0
R8009_M8018,30,0,fast,boundary_fix_or_relabel,fast_9,19.84,21.12,speaker_1,slow,1,1.28,1.0,1.28,1.0
R8009_M8018,30,0,fast,boundary_fix_or_relabel,fast_10,21.52,22.4,speaker_1,slow,1,0.88,1.0,0.75,0.8523
R8009_M8018,30,0,fast,boundary_fix_or_relabel,fast_11,23.76,26.08,speaker_1,slow,1,2.32,1.0,3.34,1.0
R8009_M8018,30,0,fast,boundary_fix_or_relabel,fast_12,26.56,29.04,speaker_1,slow,1,2.48,1.0,2.48,1.0
R8009_M8018,30,0,fast,boundary_fix_or_relabel,fast_13,29.44,29.99,speaker_1,slow,1,0.55,1.0,0.97,1.0
R8009_M8018,30,0,slow,align_slow_segment,slow_0,0.0125,4.9725,2,fast,speaker_0,2.88,0.5806,4.8575,0.9793
R8009_M8018,30,0,slow,align_slow_segment,slow_1,5.5925,9.572500000000002,2,fast,speaker_0,3.04,0.7638,3.89,0.9774
R8009_M8018,30,0,slow,align_slow_segment,slow_2,10.212500000000002,14.252500000000001,1,fast,speaker_1,3.76,0.9307,5.33,1.0
R8009_M8018,30,0,slow,align_slow_segment,slow_3,14.552500000000002,22.4925,1,fast,speaker_1,2.96,0.3728,7.65,0.9635
R8009_M8018,30,0,slow,align_slow_segment,slow_4,23.1925,24.9325,2,fast,speaker_0,1.52,0.8736,2.8525,1.0
R8009_M8018,30,0,slow,align_slow_segment,slow_5,23.5525,30.1325,1,fast,speaker_1,2.48,0.3769,8.5575,1.0
R8009_M8018,30,0,slow,recover_slow_segment,slow_6,26.0325,26.1725,2,fast,speaker_1,0.0475,0.3393,0.2225,1.0
R8009_M8018,30,0,slow,align_slow_segment,slow_7,29.2525,29.8325,2,fast,speaker_1,0.3925,0.6767,1.0625,1.0
R8009_M8018,30,1,fast,keep_fast_supported,fast_0,0.0,0.8,speaker_0,slow,2,0.7875,0.9844,0.73,0.9125
R8009_M8018,30,1,fast,keep_fast_supported,fast_1,1.68,5.44,speaker_0,slow,2,3.76,1.0,6.97,1.0
R8009_M8018,30,1,fast,boundary_fix_or_relabel,fast_2,6.16,8.08,speaker_0,slow,2,1.92,1.0,2.16,1.0
R8009_M8018,30,1,fast,boundary_fix_or_relabel,fast_3,8.48,8.8,speaker_0,slow,2,0.3125,0.9766,0.19,0.5937
R8009_M8018,30,1,fast,boundary_fix_or_relabel,fast_4,10.48,12.56,speaker_0,slow,2,2.08,1.0,2.59,1.0
R8009_M8018,30,1,fast,boundary_fix_or_relabel,fast_5,12.88,13.2,speaker_0,slow,2,0.32,1.0,0.32,1.0
R8009_M8018,30,1,fast,boundary_fix_or_relabel,fast_6,13.52,14.32,speaker_0,slow,2,0.8,1.0,1.6,1.0
R8009_M8018,30,1,fast,keep_fast_supported,fast_7,18.96,22.16,speaker_0,slow,2,3.1925,0.9977,3.37,1.0
R8009_M8018,30,1,fast,boundary_fix_or_relabel,fast_8,1.2,1.76,speaker_1,slow,1,0.56,1.0,0.76,1.0
R8009_M8018,30,1,fast,boundary_fix_or_relabel,fast_9,2.16,3.2,speaker_1,slow,1,1.04,1.0,2.08,1.0
R8009_M8018,30,1,fast,boundary_fix_or_relabel,fast_10,4.64,4.8,speaker_1,slow,2,0.16,1.0,0.32,1.0
R8009_M8018,30,1,fast,boundary_fix_or_relabel,fast_11,8.08,8.16,speaker_1,slow,2,0.08,1.0,0.08,1.0
R8009_M8018,30,1,fast,boundary_fix_or_relabel,fast_12,9.12,11.2,speaker_1,slow,1,1.7925,0.8618,2.78,1.0
R8009_M8018,30,1,fast,boundary_fix_or_relabel,fast_13,11.36,11.52,speaker_1,slow,2,0.16,1.0,0.16,1.0
R8009_M8018,30,1,fast,keep_fast_supported,fast_14,13.68,18.8,speaker_1,slow,1,5.12,1.0,5.84,1.0
R8009_M8018,30,1,fast,boundary_fix_or_relabel,fast_15,23.04,29.04,speaker_1,slow,1,6.0,1.0,6.3,1.0
R8009_M8018,30,1,fast,boundary_fix_or_relabel,fast_16,29.44,29.99,speaker_1,slow,1,0.55,1.0,0.55,1.0
R8009_M8018,30,1,slow,align_slow_segment,slow_0,0.0125,0.9325000000000001,2,fast,speaker_0,0.7875,0.856,0.7175,0.7799
R8009_M8018,30,1,slow,align_slow_segment,slow_1,0.9325000000000001,3.3525,1,fast,speaker_0,1.6725,0.6911,4.175,1.0
R8009_M8018,30,1,slow,align_slow_segment,slow_2,1.4525,5.5125,2,fast,speaker_0,3.76,0.9261,7.3175,1.0
R8009_M8018,30,1,slow,align_slow_segment,slow_3,5.9325,8.7925,2,fast,speaker_0,1.92,0.6713,2.87,1.0
R8009_M8018,30,1,slow,align_slow_segment,slow_4,7.6925,8.212499999999999,1,fast,speaker_0,0.3875,0.7452,0.76,1.0
R8009_M8018,30,1,slow,align_slow_segment,slow_5,8.8125,10.912500000000001,1,fast,speaker_1,1.7925,0.8536,2.615,1.0
R8009_M8018,30,1,slow,align_slow_segment,slow_6,10.212500000000002,14.4525,2,fast,speaker_0,2.08,0.4906,5.83,1.0
R8009_M8018,30,1,slow,align_slow_segment,slow_7,13.3525,18.8725,1,fast,speaker_1,5.12,0.9275,6.42,1.0
R8009_M8018,30,1,slow,align_slow_segment,slow_8,18.6725,22.1525,2,fast,speaker_0,3.1925,0.9174,3.6675,1.0
R8009_M8018,30,1,slow,align_slow_segment,slow_9,20.7925,20.9125,1,fast,speaker_0,0.12,1.0,0.2375,1.0
R8009_M8018,30,1,slow,align_slow_segment,slow_10,22.7125,30.0725,1,fast,speaker_1,6.0,0.8152,7.48,1.0
R8009_M8018,30,1,slow,align_slow_segment,slow_11,23.1925,23.5525,2,fast,speaker_1,0.36,1.0,0.66,1.0
R8009_M8018,30,2,fast,keep_fast_supported,fast_0,0.0,1.04,speaker_0,slow,1,0.62,0.5962,0.64,0.6154
R8009_M8018,30,2,fast,boundary_fix_or_relabel,fast_1,1.52,2.64,speaker_0,slow,1,0.8925,0.7969,0.91,0.8125
R8009_M8018,30,2,fast,boundary_fix_or_relabel,fast_2,3.6,5.76,speaker_0,slow,1,2.16,1.0,2.16,1.0
R8009_M8018,30,2,fast,boundary_fix_or_relabel,fast_3,6.0,7.76,speaker_0,slow,1,1.76,1.0,1.82,1.0
R8009_M8018,30,2,fast,boundary_fix_or_relabel,fast_4,7.84,8.96,speaker_0,slow,1,1.12,1.0,1.53,1.0
R8009_M8018,30,2,fast,boundary_fix_or_relabel,fast_5,9.28,12.32,speaker_0,slow,1,3.04,1.0,3.43,1.0
R8009_M8018,30,2,fast,boundary_fix_or_relabel,fast_6,12.64,13.28,speaker_0,slow,1,0.5725,0.8945,0.64,1.0
R8009_M8018,30,2,fast,boundary_fix_or_relabel,fast_7,13.68,13.76,speaker_0,slow,2,0.08,1.0,0.16,1.0
R8009_M8018,30,2,fast,boundary_fix_or_relabel,fast_8,14.16,15.2,speaker_0,slow,1,1.04,1.0,0.84,0.8077
R8009_M8018,30,2,fast,boundary_fix_or_relabel,fast_9,15.44,18.32,speaker_0,slow,1,2.6125,0.9071,2.71,0.941
R8009_M8018,30,2,fast,boundary_fix_or_relabel,fast_10,23.76,24.48,speaker_0,slow,2,0.72,1.0,1.44,1.0
R8009_M8018,30,2,fast,boundary_fix_or_relabel,fast_11,25.04,26.16,speaker_0,slow,1,0.7325,0.654,1.36,1.0
R8009_M8018,30,2,fast,keep_fast_supported,fast_12,27.92,29.99,speaker_0,slow,1,2.07,1.0,2.07,1.0
R8009_M8018,30,2,fast,boundary_fix_or_relabel,fast_13,7.84,8.16,speaker_1,slow,1,0.32,1.0,0.5,1.0
R8009_M8018,30,2,fast,boundary_fix_or_relabel,fast_14,8.88,9.84,speaker_1,slow,1,0.96,1.0,1.75,1.0
R8009_M8018,30,2,fast,boundary_fix_or_relabel,fast_15,13.52,14.08,speaker_1,slow,2,0.3525,0.6295,0.72,1.0
R8009_M8018,30,2,fast,boundary_fix_or_relabel,fast_16,18.64,23.68,speaker_1,slow,2,5.04,1.0,5.19,1.0
R8009_M8018,30,2,fast,keep_fast_supported,fast_17,23.76,25.76,speaker_1,slow,1,2.0,1.0,3.82,1.0
R8009_M8018,30,2,slow,align_slow_segment,slow_0,0.0125,0.6325000000000001,1,fast,speaker_0,0.62,1.0,0.62,1.0
R8009_M8018,30,2,slow,align_slow_segment,slow_1,1.0925,2.4124999999999996,1,fast,speaker_0,0.8925,0.6761,1.0225,0.7746
R8009_M8018,30,2,slow,recover_slow_segment,slow_2,3.2125000000000004,13.212500000000002,1,fast,speaker_0,3.04,0.304,11.0325,1.0
R8009_M8018,30,2,slow,align_slow_segment,slow_3,8.2725,9.6125,2,fast,speaker_1,0.7325,0.5466,2.2225,1.0
R8009_M8018,30,2,slow,align_slow_segment,slow_4,13.032499999999999,13.872499999999999,2,fast,speaker_1,0.3525,0.4196,1.24,1.0
R8009_M8018,30,2,slow,align_slow_segment,slow_5,13.8325,13.8525,1,fast,speaker_1,0.02,1.0,0.02,1.0
R8009_M8018,30,2,slow,align_slow_segment,slow_6,13.872499999999999,18.0525,1,fast,speaker_0,2.6125,0.625,3.78,0.9043
R8009_M8018,30,2,slow,align_slow_segment,slow_7,18.0525,25.5925,2,fast,speaker_1,5.04,0.6684,9.27,1.0
R8009_M8018,30,2,slow,align_slow_segment,slow_8,23.3125,25.7725,1,fast,speaker_1,2.0,0.813,4.51,1.0
R8009_M8018,30,2,slow,align_slow_segment,slow_9,27.5925,30.0925,1,fast,speaker_0,2.07,0.828,2.19,0.876
R8009_M8019,30,0,fast,keep_fast_supported,fast_0,0.48,2.72,speaker_0,slow,2,2.0925,0.9342,2.09,0.933
R8009_M8019,30,0,fast,keep_fast_supported,fast_1,3.6,7.44,speaker_0,slow,2,3.6125,0.9408,3.68,0.9583
R8009_M8019,30,0,fast,keep_fast_supported,fast_2,7.6,14.24,speaker_0,slow,2,6.4,0.9639,6.5,0.9789
R8009_M8019,30,0,fast,boundary_fix_or_relabel,fast_3,16.4,22.72,speaker_0,slow,2,4.5725,0.7235,5.96,0.943
R8009_M8019,30,0,fast,keep_fast_supported,fast_4,23.28,25.6,speaker_0,slow,2,2.1725,0.9364,2.18,0.9397
R8009_M8019,30,0,fast,boundary_fix_or_relabel,fast_5,26.48,29.99,speaker_0,slow,2,3.0525,0.8697,5.12,1.0
R8009_M8019,30,0,fast,keep_fast_supported,fast_6,14.24,16.48,speaker_1,slow,1,2.24,1.0,2.46,1.0
R8009_M8019,30,0,fast,boundary_fix_or_relabel,fast_7,28.56,29.04,speaker_1,slow,2,0.48,1.0,0.96,1.0
R8009_M8019,30,0,slow,align_slow_segment,slow_0,0.3725,2.5725,2,fast,speaker_0,2.0925,0.9511,2.1975,0.9989
R8009_M8019,30,0,slow,align_slow_segment,slow_1,3.5125,7.2125,2,fast,speaker_0,3.6125,0.9764,3.6425,0.9845
R8009_M8019,30,0,slow,align_slow_segment,slow_2,7.6925,14.092500000000001,2,fast,speaker_0,6.4,1.0,6.3525,0.9926
R8009_M8019,30,0,slow,align_slow_segment,slow_3,14.032499999999999,16.5125,1,fast,speaker_1,2.24,0.9032,2.7325,1.0
R8009_M8019,30,0,slow,align_slow_segment,slow_4,16.232499999999998,20.9725,2,fast,speaker_0,4.5725,0.9647,5.0175,1.0
R8009_M8019,30,0,slow,align_slow_segment,slow_5,21.2925,22.572499999999998,2,fast,speaker_0,1.28,1.0,1.25,0.9766
R8009_M8019,30,0,slow,align_slow_segment,slow_6,23.2725,25.4525,2,fast,speaker_0,2.1725,0.9966,2.1725,0.9966
R8009_M8019,30,0,slow,align_slow_segment,slow_7,26.3525,29.5325,2,fast,speaker_0,3.0525,0.9599,4.3325,1.0
R8009_M8019,30,0,slow,align_slow_segment,slow_8,28.3725,29.9725,1,fast,speaker_0,1.6,1.0,3.1925,1.0
R8009_M8019,30,1,fast,keep_fast_supported,fast_0,0.0,1.76,speaker_0,slow,2,1.58,0.8977,1.58,0.8977
R8009_M8019,30,1,fast,keep_fast_supported,fast_1,2.48,3.76,speaker_0,slow,2,1.0125,0.791,1.08,0.8438
R8009_M8019,30,1,fast,keep_fast_supported,fast_2,4.16,8.08,speaker_0,slow,2,3.7525,0.9573,3.87,0.9872
R8009_M8019,30,1,fast,keep_fast_supported,fast_3,8.96,9.76,speaker_0,slow,2,0.5725,0.7156,0.51,0.6375
R8009_M8019,30,1,fast,keep_fast_supported,fast_4,10.96,14.08,speaker_0,slow,2,3.0125,0.9655,3.07,0.984
R8009_M8019,30,1,fast,keep_fast_supported,fast_5,15.12,16.16,speaker_0,slow,2,0.9725,0.9351,1.37,1.0
R8009_M8019,30,1,fast,boundary_fix_or_relabel,fast_6,15.92,28.96,speaker_1,slow,1,12.7725,0.9795,12.85,0.9854
R8009_M8019,30,1,fast,keep_fast_supported,fast_7,29.6,29.99,speaker_1,slow,1,0.39,1.0,0.39,1.0
R8009_M8019,30,1,slow,align_slow_segment,slow_0,0.0125,1.5925,2,fast,speaker_0,1.58,1.0,1.5675,0.9921
R8009_M8019,30,1,slow,align_slow_segment,slow_1,2.3125,3.4924999999999997,2,fast,speaker_0,1.0125,0.8581,1.18,1.0
R8009_M8019,30,1,slow,align_slow_segment,slow_2,4.1125,7.9125000000000005,2,fast,speaker_0,3.7525,0.9875,3.8,1.0
R8009_M8019,30,1,slow,align_slow_segment,slow_3,8.712500000000002,9.532499999999999,2,fast,speaker_0,0.5725,0.6982,0.71,0.8659
R8009_M8019,30,1,slow,align_slow_segment,slow_4,10.7925,13.9725,2,fast,speaker_0,3.0125,0.9473,3.1725,0.9976
R8009_M8019,30,1,slow,align_slow_segment,slow_5,14.932500000000001,16.0925,2,fast,speaker_0,0.9725,0.8384,1.49,1.0
R8009_M8019,30,1,slow,align_slow_segment,slow_6,15.6325,28.6925,1,fast,speaker_1,12.7725,0.978,13.39,1.0
